FirstName,LastName,Gender,Country,Date,Competition,Round,Location,Apparatus,Rank,D_Score,E_Score,Penalty,Score
Giulia,STEINGRUBER,w,SUI,25 July 2021,Olympic Games,qual,"Tokyo, Japan",BB,47,5.2,7.4,NA,12.6
Alice,D AMATO,w,ITA,25 July 2021,Olympic Games,qual,"Tokyo, Japan",BB,48,5.3,7.3,NA,12.6
Diana,VARINSKA,w,UKR,25 July 2021,Olympic Games,qual,"Tokyo, Japan",BB,49,5.2,7.366,NA,12.566
Hua Tien,TING,w,TPE,25 July 2021,Olympic Games,qual,"Tokyo, Japan",BB,50,5.8,6.766,NA,12.566
Aline,FRIESS,w,FRA,25 July 2021,Olympic Games,qual,"Tokyo, Japan",BB,51,4.7,7.8,NA,12.5
Lisa,VAELEN,w,BEL,25 July 2021,Olympic Games,qual,"Tokyo, Japan",BB,52,5.1,7.4,NA,12.5
Vanessa,FERRARI,w,ITA,25 July 2021,Olympic Games,qual,"Tokyo, Japan",BB,52,5.1,7.4,NA,12.5
Gabriela,SASNAL,w,POL,25 July 2021,Olympic Games,qual,"Tokyo, Japan",BB,54,4.6,7.833,NA,12.433
Marina,GONZALEZ,w,ESP,25 July 2021,Olympic Games,qual,"Tokyo, Japan",BB,55,5.2,7.166,NA,12.366
Elisabeth,SEITZ,w,GER,25 July 2021,Olympic Games,qual,"Tokyo, Japan",BB,56,4.3,8.033,NA,12.333
Eythora,THORSDOTTIR,w,NED,25 July 2021,Olympic Games,qual,"Tokyo, Japan",BB,57,5,7.333,NA,12.333
Marina,NEKRASOVA,w,AZE,25 July 2021,Olympic Games,qual,"Tokyo, Japan",BB,58,4.8,7.466,NA,12.266
Sarah,VOSS,w,GER,25 July 2021,Olympic Games,qual,"Tokyo, Japan",BB,59,5.1,7.166,NA,12.266
Liliia,AKHAIMOVA,w,ROC,25 July 2021,Olympic Games,qual,"Tokyo, Japan",BB,59,5.1,7.166,NA,12.266
Caitlin,ROOSKRANTZ,w,RSA,25 July 2021,Olympic Games,qual,"Tokyo, Japan",BB,61,4.9,7.3,NA,12.2
Lara,MORI,w,ITA,25 July 2021,Olympic Games,qual,"Tokyo, Japan",BB,62,5.1,7.033,NA,12.133
Alice,KINSELLA,w,GBR,25 July 2021,Olympic Games,qual,"Tokyo, Japan",BB,63,5.5,6.6,NA,12.1
Lihie,RAZ,w,ISR,25 July 2021,Olympic Games,qual,"Tokyo, Japan",BB,64,5,7.066,NA,12.066
Ariana,ORREGO,w,PER,25 July 2021,Olympic Games,qual,"Tokyo, Japan",BB,65,5.2,6.866,NA,12.066
Shallon,OLSEN,w,CAN,25 July 2021,Olympic Games,qual,"Tokyo, Japan",BB,66,5.3,6.766,NA,12.066
Ava,STEWART,w,CAN,25 July 2021,Olympic Games,qual,"Tokyo, Japan",BB,67,5.8,6.2,NA,12
Aneta,HOLASOVA,w,CZE,25 July 2021,Olympic Games,qual,"Tokyo, Japan",BB,68,4.4,7.533,NA,11.933
Filipa,MARTINS,w,POR,25 July 2021,Olympic Games,qual,"Tokyo, Japan",BB,69,5.1,6.866,0.1,11.866
Zeina,SHARAF,w,EGY,25 July 2021,Olympic Games,qual,"Tokyo, Japan",BB,70,5.4,6.466,0.1,11.866
Elisa,HAEMMERLE,w,AUT,25 July 2021,Olympic Games,qual,"Tokyo, Japan",BB,71,4.7,7.1,NA,11.8
Barbora,MOKOSOVA,w,SVK,25 July 2021,Olympic Games,qual,"Tokyo, Japan",BB,72,4.1,7.6,NA,11.7
Alba,PETISCO,w,ESP,25 July 2021,Olympic Games,qual,"Tokyo, Japan",BB,73,5,6.7,NA,11.7
Ana,DEREK,w,CRO,25 July 2021,Olympic Games,qual,"Tokyo, Japan",BB,74,4.7,6.933,NA,11.633
Vera,POL,w,NED,25 July 2021,Olympic Games,qual,"Tokyo, Japan",BB,75,4.7,6.9,NA,11.6
Farah Ann,ABDUL HADI,w,MAS,25 July 2021,Olympic Games,qual,"Tokyo, Japan",BB,76,4.8,6.766,NA,11.566
Aiko,SUGIHARA,w,JPN,25 July 2021,Olympic Games,qual,"Tokyo, Japan",BB,77,5.5,6.066,NA,11.566
Jordan,CHILES,w,USA,25 July 2021,Olympic Games,qual,"Tokyo, Japan",BB,78,5.6,5.966,NA,11.566
Simona,CASTRO,w,CHI,25 July 2021,Olympic Games,qual,"Tokyo, Japan",BB,79,4.7,6.733,NA,11.433
Milka Gehani,ELPITIYA BADALGE DONA,w,SRI,25 July 2021,Olympic Games,qual,"Tokyo, Japan",BB,80,5.1,6.166,NA,11.266
Abigail,MAGISTRATI,w,ARG,25 July 2021,Olympic Games,qual,"Tokyo, Japan",BB,81,4.9,6.333,NA,11.233
Mandy,MOHAMED,w,EGY,25 July 2021,Olympic Games,qual,"Tokyo, Japan",BB,82,4.5,6.7,NA,11.2
Alexa,MORENO,w,MEX,25 July 2021,Olympic Games,qual,"Tokyo, Japan",BB,83,5.2,5.966,0.1,11.066
Sze En,TAN,w,SGP,25 July 2021,Olympic Games,qual,"Tokyo, Japan",BB,84,4.8,6.333,0.1,11.033
Nazli,SAVRANBASI,w,TUR,25 July 2021,Olympic Games,qual,"Tokyo, Japan",BB,85,5,6.033,NA,11
Hanna,TRAUKOVA,w,BLR,25 July 2021,Olympic Games,qual,"Tokyo, Japan",BB,86,4.7,6.133,NA,10.8
Seojeong,YEO,w,KOR,25 July 2021,Olympic Games,qual,"Tokyo, Japan",BB,87,5.4,5.183,NA,10.5
Megan,RYAN,w,IRL,25 July 2021,Olympic Games,qual,"Tokyo, Japan",BB,88,5,5.466,NA,10.4
Pranati,NAYAK,w,IND,25 July 2021,Olympic Games,qual,"Tokyo, Japan",BB,89,4.5,4.933,NA,9.4
Naveen,DARIES,w,RSA,25 July 2021,Olympic Games,qual,"Tokyo, Japan",BB,90,4.8,4.133,NA,8.9
Raegan,RUTTY,w,CAY,25 July 2021,Olympic Games,qual,"Tokyo, Japan",BB,91,3.8,4.483,NA,8.2
Anastasiia,ILIANKOVA,w,ROC,25 July 2021,Olympic Games,qual,"Tokyo, Japan",BB,91,3.8,4.483,NA,NA
Vanessa,FERRARI,w,ITA,25 July 2021,Olympic Games,qual,"Tokyo, Japan",FX,1,5.9,8.266,NA,14.166
Simone,BILES,w,USA,25 July 2021,Olympic Games,qual,"Tokyo, Japan",FX,2,6.7,7.733,0.3,14.133
Jade,CAREY,w,USA,25 July 2021,Olympic Games,qual,"Tokyo, Japan",FX,3,6.2,7.9,0.3,14.1
Rebeca,ANDRADE,w,BRA,25 July 2021,Olympic Games,qual,"Tokyo, Japan",FX,4,5.7,8.366,NA,14.066
Jessica,GADIROVA,w,GBR,25 July 2021,Olympic Games,qual,"Tokyo, Japan",FX,5,5.5,8.533,NA,14.033
Viktoriia,LISTUNOVA,w,ROC,25 July 2021,Olympic Games,qual,"Tokyo, Japan",FX,6,5.6,8.4,NA,14
Angelina,MELNIKOVA,w,ROC,25 July 2021,Olympic Games,qual,"Tokyo, Japan",FX,7,5.8,8.2,NA,14
Mai,MURAKAMI,w,JPN,25 July 2021,Olympic Games,qual,"Tokyo, Japan",FX,8,5.8,8.133,NA,13.933
Jennifer,GADIROVA,w,GBR,25 July 2021,Olympic Games,qual,"Tokyo, Japan",FX,9,5.4,8.4,NA,13.8
Vladislava,URAZOVA,w,ROC,25 July 2021,Olympic Games,qual,"Tokyo, Japan",FX,10,5.3,8.333,NA,13.633
Liliia,AKHAIMOVA,w,ROC,25 July 2021,Olympic Games,qual,"Tokyo, Japan",FX,11,5.8,7.833,NA,13.633
Nina,DERWAEL,w,BEL,25 July 2021,Olympic Games,qual,"Tokyo, Japan",FX,12,5,8.566,NA,13.566
Jordan,CHILES,w,USA,25 July 2021,Olympic Games,qual,"Tokyo, Japan",FX,13,5.9,7.666,NA,13.566
Mykayla,SKINNER,w,USA,25 July 2021,Olympic Games,qual,"Tokyo, Japan",FX,14,6,7.566,NA,13.566
Brooklyn,MOORS,w,CAN,25 July 2021,Olympic Games,qual,"Tokyo, Japan",FX,15,5.1,8.433,NA,13.533
Mc Grace,CALLUM,w,USA,25 July 2021,Olympic Games,qual,"Tokyo, Japan",FX,16,5.6,7.966,0.1,13.466
Jin,ZHANG,w,CHN,25 July 2021,Olympic Games,qual,"Tokyo, Japan",FX,17,5.3,8.133,0.1,13.433
Sunisa,LEE,w,USA,25 July 2021,Olympic Games,qual,"Tokyo, Japan",FX,18,5.6,7.833,NA,13.433
Lara,MORI,w,ITA,25 July 2021,Olympic Games,qual,"Tokyo, Japan",FX,19,5.3,8.1,NA,13.4
Xijing,TANG,w,CHN,25 July 2021,Olympic Games,qual,"Tokyo, Japan",FX,20,5.3,8.066,NA,13.366
Aiko,SUGIHARA,w,JPN,25 July 2021,Olympic Games,qual,"Tokyo, Japan",FX,21,5.3,8.033,NA,13.333
Hitomi,HATAKEDA,w,JPN,25 July 2021,Olympic Games,qual,"Tokyo, Japan",FX,22,5.4,7.933,NA,13.333
Giulia,STEINGRUBER,w,SUI,25 July 2021,Olympic Games,qual,"Tokyo, Japan",FX,23,5.4,7.9,NA,13.3
Kim,BUI,w,GER,25 July 2021,Olympic Games,qual,"Tokyo, Japan",FX,24,5.3,7.9,NA,13.2
Melanie,JESUS SANTOS,w,FRA,25 July 2021,Olympic Games,qual,"Tokyo, Japan",FX,25,5.4,8.066,0.3,13.166
Georgia,GODWIN,w,AUS,25 July 2021,Olympic Games,qual,"Tokyo, Japan",FX,26,5.6,7.566,0.3,13.166
Eythora,THORSDOTTIR,w,NED,25 July 2021,Olympic Games,qual,"Tokyo, Japan",FX,27,5,8.133,NA,13.133
Alice,D AMATO,w,ITA,25 July 2021,Olympic Games,qual,"Tokyo, Japan",FX,28,5,8.033,NA,13.033
Shallon,OLSEN,w,CAN,25 July 2021,Olympic Games,qual,"Tokyo, Japan",FX,29,5.4,7.633,NA,13.033
Yunseo,LEE,w,KOR,25 July 2021,Olympic Games,qual,"Tokyo, Japan",FX,30,5.2,7.766,NA,12.966
Jutta,VERKEST,w,BEL,25 July 2021,Olympic Games,qual,"Tokyo, Japan",FX,31,4.8,8.133,NA,12.933
Elisabeth,SEITZ,w,GER,25 July 2021,Olympic Games,qual,"Tokyo, Japan",FX,31,4.8,8.133,NA,12.933
Vera,POL,w,NED,25 July 2021,Olympic Games,qual,"Tokyo, Japan",FX,33,4.9,8,NA,12.9
Carolann,HEDUIT,w,FRA,25 July 2021,Olympic Games,qual,"Tokyo, Japan",FX,34,5.2,7.7,NA,12.9
Lieke,WEVERS,w,NED,25 July 2021,Olympic Games,qual,"Tokyo, Japan",FX,35,4.7,8.166,NA,12.866
Marina,GONZALEZ,w,ESP,25 July 2021,Olympic Games,qual,"Tokyo, Japan",FX,36,5.1,7.766,NA,12.866
Barbora,MOKOSOVA,w,SVK,25 July 2021,Olympic Games,qual,"Tokyo, Japan",FX,37,4.8,8.033,NA,12.833
Mandy,MOHAMED,w,EGY,25 July 2021,Olympic Games,qual,"Tokyo, Japan",FX,38,5.1,7.733,NA,12.833
Maellyse,BRASSART,w,BEL,25 July 2021,Olympic Games,qual,"Tokyo, Japan",FX,39,4.6,8.166,NA,12.766
Lisa,VAELEN,w,BEL,25 July 2021,Olympic Games,qual,"Tokyo, Japan",FX,40,4.7,8.066,NA,12.766
Alice,KINSELLA,w,GBR,25 July 2021,Olympic Games,qual,"Tokyo, Japan",FX,41,5.4,7.666,0.3,12.766
Pauline,SCHAEFER BETZ,w,GER,25 July 2021,Olympic Games,qual,"Tokyo, Japan",FX,42,4.6,8.133,0.3,12.733
Diana,VARINSKA,w,UKR,25 July 2021,Olympic Games,qual,"Tokyo, Japan",FX,43,4.8,7.933,NA,12.733
Marine,BOYER,w,FRA,25 July 2021,Olympic Games,qual,"Tokyo, Japan",FX,44,5.1,7.733,0.1,12.733
Martina,MAGGIO,w,ITA,25 July 2021,Olympic Games,qual,"Tokyo, Japan",FX,45,4.9,7.8,0.1,12.7
Filipa,MARTINS,w,POR,25 July 2021,Olympic Games,qual,"Tokyo, Japan",FX,46,4.7,7.966,NA,12.666
Yuna,HIRAIWA,w,JPN,25 July 2021,Olympic Games,qual,"Tokyo, Japan",FX,47,5.2,7.766,0.3,12.666
Yufei,LU,w,CHN,25 July 2021,Olympic Games,qual,"Tokyo, Japan",FX,48,5,7.766,0.1,12.666
Zsofia,KOVACS,w,HUN,25 July 2021,Olympic Games,qual,"Tokyo, Japan",FX,48,5,7.766,0.1,12.666
Sarah,VOSS,w,GER,25 July 2021,Olympic Games,qual,"Tokyo, Japan",FX,50,4.7,7.9,0.1,12.6
Ava,STEWART,w,CAN,25 July 2021,Olympic Games,qual,"Tokyo, Japan",FX,51,4.9,7.7,NA,12.6
Emily,WHITEHEAD,w,AUS,25 July 2021,Olympic Games,qual,"Tokyo, Japan",FX,52,4.8,7.766,NA,12.566
Alba,PETISCO,w,ESP,25 July 2021,Olympic Games,qual,"Tokyo, Japan",FX,53,5.1,7.466,NA,12.566
Seojeong,YEO,w,KOR,25 July 2021,Olympic Games,qual,"Tokyo, Japan",FX,54,5.3,7.266,NA,12.566
Roxana,POPA,w,ESP,25 July 2021,Olympic Games,qual,"Tokyo, Japan",FX,55,5.2,7.433,0.1,12.533
Aline,FRIESS,w,FRA,25 July 2021,Olympic Games,qual,"Tokyo, Japan",FX,56,4.8,8,0.3,12.5
Amelie,MORGAN,w,GBR,25 July 2021,Olympic Games,qual,"Tokyo, Japan",FX,57,4.5,7.966,0.3,12.466
Ana,DEREK,w,CRO,25 July 2021,Olympic Games,qual,"Tokyo, Japan",FX,58,4.7,7.733,NA,12.433
Lihie,RAZ,w,ISR,25 July 2021,Olympic Games,qual,"Tokyo, Japan",FX,59,4.7,7.7,NA,12.4
Alexa,MORENO,w,MEX,25 July 2021,Olympic Games,qual,"Tokyo, Japan",FX,60,5.3,7.033,NA,12.333
Elena,GERASIMOVA,w,ROC,25 July 2021,Olympic Games,qual,"Tokyo, Japan",FX,60,5.3,7.033,NA,12.333
Laura,BECHDEJU,w,ESP,25 July 2021,Olympic Games,qual,"Tokyo, Japan",FX,62,4.8,7.5,NA,12.3
Elsabeth,BLACK,w,CAN,25 July 2021,Olympic Games,qual,"Tokyo, Japan",FX,63,5.3,6.966,NA,12.266
Farah Ann,ABDUL HADI,w,MAS,25 July 2021,Olympic Games,qual,"Tokyo, Japan",FX,64,4.6,7.633,NA,12.233
Maria,HOLBURA,w,ROU,25 July 2021,Olympic Games,qual,"Tokyo, Japan",FX,65,4.9,7.3,NA,12.2
Luciana,ALVARADO,w,CRC,25 July 2021,Olympic Games,qual,"Tokyo, Japan",FX,66,4.7,7.466,NA,12.166
Abigail,MAGISTRATI,w,ARG,25 July 2021,Olympic Games,qual,"Tokyo, Japan",FX,67,4.5,7.633,NA,12.133
Ariana,ORREGO,w,PER,25 July 2021,Olympic Games,qual,"Tokyo, Japan",FX,68,4.9,7.466,0.3,12.066
Flavia,SARAIVA,w,BRA,25 July 2021,Olympic Games,qual,"Tokyo, Japan",FX,69,5.3,6.766,0.3,12.066
Elisa,HAEMMERLE,w,AUT,25 July 2021,Olympic Games,qual,"Tokyo, Japan",FX,70,4.4,7.7,0.1,12
Marina,NEKRASOVA,w,AZE,25 July 2021,Olympic Games,qual,"Tokyo, Japan",FX,71,4.3,7.7,0.1,12
Megan,RYAN,w,IRL,25 July 2021,Olympic Games,qual,"Tokyo, Japan",FX,72,4.7,7.6,0.3,12
Gabriela,SASNAL,w,POL,25 July 2021,Olympic Games,qual,"Tokyo, Japan",FX,73,4.3,7.633,0.3,11.933
Nazli,SAVRANBASI,w,TUR,25 July 2021,Olympic Games,qual,"Tokyo, Japan",FX,74,4.6,7.333,NA,11.933
Sze En,TAN,w,SGP,25 July 2021,Olympic Games,qual,"Tokyo, Japan",FX,75,4.3,7.633,0.1,11.833
Asia,D AMATO,w,ITA,25 July 2021,Olympic Games,qual,"Tokyo, Japan",FX,76,5.1,7.033,0.3,11.833
Naveen,DARIES,w,RSA,25 July 2021,Olympic Games,qual,"Tokyo, Japan",FX,77,4.5,7.566,0.3,11.766
Zeina,SHARAF,w,EGY,25 July 2021,Olympic Games,qual,"Tokyo, Japan",FX,78,4.2,7.5,0.3,11.7
Caitlin,ROOSKRANTZ,w,RSA,25 July 2021,Olympic Games,qual,"Tokyo, Japan",FX,79,4.6,7.133,0.1,11.633
Aneta,HOLASOVA,w,CZE,25 July 2021,Olympic Games,qual,"Tokyo, Japan",FX,80,4.4,6.7,0.1,11.1
Hanna,TRAUKOVA,w,BLR,25 July 2021,Olympic Games,qual,"Tokyo, Japan",FX,81,4.4,6.733,0.3,10.833
Raegan,RUTTY,w,CAY,25 July 2021,Olympic Games,qual,"Tokyo, Japan",FX,82,3.8,6.833,0.3,10.633
Pranati,NAYAK,w,IND,25 July 2021,Olympic Games,qual,"Tokyo, Japan",FX,83,4.4,6.233,NA,10.633
Milka Gehani,ELPITIYA BADALGE DONA,w,SRI,25 July 2021,Olympic Games,qual,"Tokyo, Japan",FX,84,4.5,5.8,NA,10.3
Simona,CASTRO,w,CHI,25 July 2021,Olympic Games,qual,"Tokyo, Japan",FX,85,3.9,6.333,NA,10.2
Urara,ASHIKAWA,w,JPN,25 July 2021,Olympic Games,qual,"Tokyo, Japan",FX,85,3.9,6.333,NA,NA
Anastasiia,ILIANKOVA,w,ROC,25 July 2021,Olympic Games,qual,"Tokyo, Japan",FX,NA,NA,NA,NA,NA
Yushan,OU,w,CHN,25 July 2021,Olympic Games,qual,"Tokyo, Japan",FX,NA,NA,NA,NA,NA
Nina,DERWAEL,w,BEL,25 July 2021,Olympic Games,qual,"Tokyo, Japan",UE,1,6.7,8.666,NA,15.366
Sunisa,LEE,w,USA,25 July 2021,Olympic Games,qual,"Tokyo, Japan",UE,2,6.6,8.6,NA,15.2
Anastasiia,ILIANKOVA,w,ROC,25 July 2021,Olympic Games,qual,"Tokyo, Japan",UE,3,6.4,8.566,NA,14.966
Angelina,MELNIKOVA,w,ROC,25 July 2021,Olympic Games,qual,"Tokyo, Japan",UE,4,6.3,8.633,NA,14.933
Vladislava,URAZOVA,w,ROC,25 July 2021,Olympic Games,qual,"Tokyo, Japan",UE,5,6.3,8.566,NA,14.866
Viktoriia,LISTUNOVA,w,ROC,25 July 2021,Olympic Games,qual,"Tokyo, Japan",UE,6,6.4,8.366,NA,14.766
Yufei,LU,w,CHN,25 July 2021,Olympic Games,qual,"Tokyo, Japan",UE,7,6.2,8.5,NA,14.7
Elisabeth,SEITZ,w,GER,25 July 2021,Olympic Games,qual,"Tokyo, Japan",UE,7,6.2,8.5,NA,14.7
Yilin,FAN,w,CHN,25 July 2021,Olympic Games,qual,"Tokyo, Japan",UE,9,6.3,8.3,NA,14.6
Simone,BILES,w,USA,25 July 2021,Olympic Games,qual,"Tokyo, Japan",UE,10,6.2,8.366,NA,14.566
Melanie,JESUS SANTOS,w,FRA,25 July 2021,Olympic Games,qual,"Tokyo, Japan",UE,11,6.4,8.166,NA,14.566
Jonna,ADLERTEG,w,SWE,25 July 2021,Olympic Games,qual,"Tokyo, Japan",UE,12,6.3,8.233,NA,14.533
Xijing,TANG,w,CHN,25 July 2021,Olympic Games,qual,"Tokyo, Japan",UE,13,6,8.433,NA,14.433
Zsofia,KOVACS,w,HUN,25 July 2021,Olympic Games,qual,"Tokyo, Japan",UE,14,6.3,8.133,NA,14.433
Roxana,POPA,w,ESP,25 July 2021,Olympic Games,qual,"Tokyo, Japan",UE,15,6.2,8.2,NA,14.4
Yunseo,LEE,w,KOR,25 July 2021,Olympic Games,qual,"Tokyo, Japan",UE,16,6.3,8.033,NA,14.333
Filipa,MARTINS,w,POR,25 July 2021,Olympic Games,qual,"Tokyo, Japan",UE,17,6,8.3,NA,14.3
Alice,D AMATO,w,ITA,25 July 2021,Olympic Games,qual,"Tokyo, Japan",UE,18,5.9,8.333,NA,14.233
Rebeca,ANDRADE,w,BRA,25 July 2021,Olympic Games,qual,"Tokyo, Japan",UE,19,6,8.2,NA,14.2
Jade,CAREY,w,USA,25 July 2021,Olympic Games,qual,"Tokyo, Japan",UE,20,5.8,8.333,NA,14.133
Hitomi,HATAKEDA,w,JPN,25 July 2021,Olympic Games,qual,"Tokyo, Japan",UE,21,6.1,8.033,NA,14.133
Mc Grace,CALLUM,w,USA,25 July 2021,Olympic Games,qual,"Tokyo, Japan",UE,22,5.8,8.3,NA,14.1
Lisa,VAELEN,w,BEL,25 July 2021,Olympic Games,qual,"Tokyo, Japan",UE,23,5.9,8.2,NA,14.1
Kim,BUI,w,GER,25 July 2021,Olympic Games,qual,"Tokyo, Japan",UE,24,5.9,8.166,NA,14.066
Carolann,HEDUIT,w,FRA,25 July 2021,Olympic Games,qual,"Tokyo, Japan",UE,25,5.9,8.066,NA,13.966
Asia,D AMATO,w,ITA,25 July 2021,Olympic Games,qual,"Tokyo, Japan",UE,26,5.7,8.233,NA,13.933
Sarah,VOSS,w,GER,25 July 2021,Olympic Games,qual,"Tokyo, Japan",UE,27,5.5,8.366,NA,13.866
Amelie,MORGAN,w,GBR,25 July 2021,Olympic Games,qual,"Tokyo, Japan",UE,28,5.8,8.033,NA,13.833
Jessica,GADIROVA,w,GBR,25 July 2021,Olympic Games,qual,"Tokyo, Japan",UE,29,5.7,8.1,NA,13.8
Martina,MAGGIO,w,ITA,25 July 2021,Olympic Games,qual,"Tokyo, Japan",UE,30,5.9,7.8,NA,13.7
Aline,FRIESS,w,FRA,25 July 2021,Olympic Games,qual,"Tokyo, Japan",UE,31,5.8,7.866,NA,13.666
Mykayla,SKINNER,w,USA,25 July 2021,Olympic Games,qual,"Tokyo, Japan",UE,31,5.8,7.866,NA,13.666
