FirstName,LastName,Gender,Country,Date,Competition,Round,Location,Apparatus,Rank,D_Score,E_Score,Penalty,Score
Chih Kai,LEE,m,TPE,23-26 Feb 2023,World Cup,final,"Cottbus, Germany",PH,7,6.5,7.8,NA,14.3
Ahmad,ABU AL SOUD,m,JOR,23-26 Feb 2023,World Cup,final,"Cottbus, Germany",PH,8,5.5,6.3,NA,11.8
Eleftherios,PETROUNIAS,m,GRE,23-26 Feb 2023,World Cup,final,"Cottbus, Germany",RG,1,6.3,8.666,NA,14.966
Mahdi,AHMAD KOHANI,m,IRI,23-26 Feb 2023,World Cup,final,"Cottbus, Germany",RG,2,6,8.766,NA,14.766
Artur,AVETISYAN,m,ARM,23-26 Feb 2023,World Cup,final,"Cottbus, Germany",RG,3,6,8.533,NA,14.533
Vahagn,DAVTYAN,m,ARM,23-26 Feb 2023,World Cup,final,"Cottbus, Germany",RG,4,6,8.5,NA,14.5
Adem,ASIL,m,TUR,23-26 Feb 2023,World Cup,final,"Cottbus, Germany",RG,5,6.3,8.166,NA,14.466
Vinzenz,HOECK,m,AUT,23-26 Feb 2023,World Cup,final,"Cottbus, Germany",RG,6,6,8.433,NA,14.433
Ali,ZAHRAN,m,EGY,23-26 Feb 2023,World Cup,final,"Cottbus, Germany",RG,7,6.1,8.066,NA,14.166
Ibrahim,COLAK,m,TUR,23-26 Feb 2023,World Cup,final,"Cottbus, Germany",RG,8,6.1,7.366,NA,13.466
Artem,DOLGOPYAT,m,ISR,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",FX,1,6.4,8.433,NA,14.833
Milad,KARIMI,m,KAZ,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",FX,2,6.3,8.3,NA,14.6
Benjamin,OSBERGER,m,FRA,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",FX,3,5.6,8.466,NA,14.066
Aurel,BENOVIC,m,CRO,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",FX,4,6.3,7.7,NA,14
Kazuma,KAYA,m,JPN,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",FX,5,5.7,8.266,NA,13.966
Sebastian,GAWRONSKI,m,POL,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",FX,5,5.7,8.266,NA,13.966
Dmitriy,PATANIN,m,KAZ,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",FX,7,5.9,8.166,0.1,13.966
Milan,HOSSEINI,m,GER,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",FX,8,5.7,8.233,NA,13.933
Filip,LIDBECK,m,SWE,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",FX,9,5.7,8.3,0.1,13.9
Casimir,SCHMIDT,m,NED,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",FX,10,5.9,7.8,NA,13.7
Abdulaziz,MIRVALIEV,m,UZB,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",FX,11,5.4,8.233,NA,13.633
Gytis,CHASAZYROVAS,m,LTU,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",FX,12,5.9,7.733,NA,13.633
Ravshan,KAMILJANOV,m,UZB,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",FX,13,5.2,8.366,NA,13.566
Enkhtuvshin,DAMDINDORJ,m,MGL,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",FX,14,5.5,8.066,NA,13.566
Luka,VAN DEN KEYBUS,m,BEL,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",FX,15,5.5,8,NA,13.5
Illia,KOVTUN,m,UKR,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",FX,16,6.1,7.7,0.3,13.5
Martijn,DE VEER,m,NED,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",FX,17,5.6,7.966,0.1,13.466
Eamon,MONTGOMERY,m,IRL,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",FX,18,5.9,7.533,NA,13.433
Matteo,LEVANTESI,m,ITA,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",FX,19,5.5,7.9,NA,13.4
Carlos Edriel,YULO,m,PHI,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",FX,20,6.4,7,NA,13.4
Nikolaj,BOZIC,m,SLO,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",FX,21,5.3,7.966,NA,13.266
Neofytos,KYRIAKOU,m,CYP,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",FX,22,5.4,7.833,NA,13.233
Guilherme,CAMPOS,m,POR,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",FX,23,5.4,8.1,0.3,13.2
Marcelo,MARQUES,m,POR,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",FX,24,5.4,7.8,NA,13.2
Anze,HRIBAR,m,SLO,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",FX,25,5.7,7.466,NA,13.166
Usukhbayar,ERKHEMBAYAR,m,MGL,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",FX,26,5.4,7.833,0.1,13.133
Ondrej,KALNY,m,CZE,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",FX,27,5.4,7.7,NA,13.1
Saba,ABESADZE,m,GEO,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",FX,28,5.3,7.733,NA,13.033
Peder Funderud,SKOGVANG,m,NOR,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",FX,29,5.5,7.433,NA,12.933
Cheng,YEH,m,TPE,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",FX,30,5.6,7.266,NA,12.866
Michalis,CHARI,m,CYP,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",FX,31,5.5,7.233,NA,12.733
Dario,SISSAKIS,m,GER,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",FX,32,5.6,7.4,0.3,12.7
Mert Efe,KILICER,m,TUR,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",FX,33,5.2,7.4,NA,12.6
Edoardo,DE ROSA,m,ITA,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",FX,34,5.3,7.3,0.1,12.5
Dominick,CUNNINGHAM,m,IRL,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",FX,35,5.6,6.833,NA,12.433
Filip,SASNAL,m,POL,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",FX,36,5.2,7.433,0.3,12.333
Glen,CUYLE,m,BEL,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",FX,37,5.7,6.6,NA,12.3
Jan,CARRERES,m,ESP,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",FX,38,4.7,7.533,NA,12.233
Oliver,SONS SANCHEZ,m,BOL,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",FX,39,4.5,7.5,NA,12
Luqman Al Hafiz,ZULFA,m,MAS,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",FX,40,5.4,6.5,NA,11.9
Fabian,DE LUNA,m,MEX,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",FX,41,5.7,6.133,NA,11.833
Nore,STENE,m,NOR,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",FX,42,5.5,6.566,0.3,11.766
Omar,MOHAMED,m,EGY,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",FX,43,5.8,5.9,NA,11.7
Achraf,QUISTAS,m,MAR,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",FX,44,4.9,7.333,0.6,11.633
Marko,JOVICIC,m,CRO,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",FX,45,5.1,6.833,0.3,11.633
Ricards,PLATE,m,LAT,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",FX,46,4.8,6.766,NA,11.566
Quentin,BRANDENBURGER,m,LUX,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",FX,47,5.3,6.466,0.3,11.466
Teppei,MIWA,m,JPN,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",FX,48,4.9,6.566,0.4,11.066
Wilfry,CONTRERAS,m,DOM,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",FX,49,5.8,5.033,NA,10.833
Andres,MARTINEZ MORENO,m,COL,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",FX,50,4,7.1,0.3,10.8
Akseli,KARSIKAS,m,FIN,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",FX,51,3.7,6.566,0.3,9.966
Ioane,JIMSHELEISHVILI,m,GEO,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",FX,52,5.6,4.733,0.4,9.933
Carlo,MACCHINI,m,ITA,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",HB,1,6.2,8.033,NA,14.233
Kazuma,KAYA,m,JPN,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",HB,2,5.9,8.266,NA,14.166
Shohei,KAWAKAMI,m,JPN,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",HB,3,6.2,7.8,NA,14
Illia,KOVTUN,m,UKR,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",HB,4,5.7,8.2,NA,13.9
Alexander,MYAKININ,m,ISR,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",HB,5,6,7.7,NA,13.7
Martijn,DE VEER,m,NED,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",HB,6,5.6,7.966,NA,13.566
Maxime,GENTGES,m,BEL,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",HB,7,5.5,7.966,NA,13.466
Mathias,PHILIPPE,m,FRA,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",HB,8,5.6,7.833,NA,13.433
Lucas,KOCHAN,m,GER,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",HB,9,5.2,8.133,NA,13.333
Neofytos,KYRIAKOU,m,CYP,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",HB,10,5.4,7.833,NA,13.233
Pascal,BRENDEL,m,GER,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",HB,11,5,8.2,NA,13.2
Matteo,LEVANTESI,m,ITA,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",HB,12,5.1,8.033,NA,13.133
Milad,KARIMI,m,KAZ,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",HB,13,5.9,7.033,NA,12.933
Dietmar,REINHARDT,m,ESP,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",HB,14,4.9,7.9,NA,12.8
Tin,SRBIC,m,CRO,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",HB,15,5.4,7.366,NA,12.766
Andres,MARTINEZ MORENO,m,COL,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",HB,16,5,7.733,NA,12.733
Nikolaos,ILIOPOULOS,m,GRE,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",HB,17,4.7,7.966,NA,12.666
David,RUMBUTIS,m,SWE,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",HB,18,4.9,7.766,NA,12.666
Peder Funderud,SKOGVANG,m,NOR,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",HB,19,4.5,8.066,NA,12.566
Ilyas,AZIZOV,m,KAZ,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",HB,20,4.8,7.766,NA,12.566
Enkhtuvshin,DAMDINDORJ,m,MGL,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",HB,21,4.8,7.533,NA,12.333
Mitchell,MORGANS,m,AUS,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",HB,22,5.2,7.133,NA,12.333
Luka,VAN DEN KEYBUS,m,BEL,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",HB,23,5.1,7.1,NA,12.2
Luqman Al Hafiz,ZULFA,m,MAS,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",HB,24,4.2,7.933,NA,12.133
Robert,TVOROGAL,m,LTU,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",HB,25,4.7,7.3,NA,12
Mert Efe,KILICER,m,TUR,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",HB,26,4.8,7.2,NA,12
Jan,CARRERES,m,ESP,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",HB,27,4.8,7.166,NA,11.966
Juancho Miguel,BESANA,m,PHI,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",HB,28,3.8,8.133,NA,11.933
Usukhbayar,ERKHEMBAYAR,m,MGL,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",HB,29,4.2,7.633,NA,11.833
Guilherme,CAMPOS,m,POR,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",HB,30,4.1,7.533,NA,11.633
Filip,SASNAL,m,POL,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",HB,31,4.6,6.9,NA,11.5
Bidzina,SITCHINAVA,m,GEO,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",HB,32,4.1,7.366,NA,11.466
Ioane,JIMSHELEISHVILI,m,GEO,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",HB,33,4.7,7.066,0.3,11.466
Apostolos,KANELLOS,m,GRE,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",HB,34,4.6,6.8,NA,11.4
Ilias,GEORGIOU,m,CYP,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",HB,35,5.2,6.2,NA,11.4
Akseli,KARSIKAS,m,FIN,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",HB,36,4.7,6.633,NA,11.333
Ivan,TIKHONOV,m,AZE,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",HB,37,4.8,6.533,NA,11.333
Wilfry,CONTRERAS,m,DOM,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",HB,38,4.3,7,NA,11.3
Fredrik,AAS,m,NOR,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",HB,39,4.6,6.7,NA,11.3
Cheng,YEH,m,TPE,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",HB,40,4.8,6.5,NA,11.3
Abderrazak,NASSER,m,MAR,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",HB,41,4.2,6.8,NA,11
Anze,HRIBAR,m,SLO,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",HB,42,4.2,6.733,NA,10.933
Ahmed,ELMARAGHY,m,EGY,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",HB,43,5,5.9,NA,10.9
Sebastian,GAWRONSKI,m,POL,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",HB,44,4.4,6.333,NA,10.733
Karl,IDESJOE,m,SWE,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",HB,45,4.2,6.066,NA,10.266
Oliver,SONS SANCHEZ,m,BOL,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",HB,46,3.6,6.566,NA,10.166
Hasan,BULUT,m,TUR,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",HB,47,4,6.1,NA,10.1
Carlos Edriel,YULO,m,PHI,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",PB,1,6.5,8.433,NA,14.933
Illia,KOVTUN,m,UKR,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",PB,2,6.3,8.6,NA,14.9
Ferhat,ARICAN,m,TUR,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",PB,3,6.5,8.2,NA,14.7
Kazuma,KAYA,m,JPN,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",PB,4,6.3,8.366,NA,14.666
Nils,DUNKEL,m,GER,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",PB,5,5.7,8.766,NA,14.466
Ilias,GEORGIOU,m,CYP,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",PB,6,6,8.366,NA,14.366
Matteo,LEVANTESI,m,ITA,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",PB,7,5.9,8.433,NA,14.333
Glen,CUYLE,m,BEL,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",PB,8,5.6,8.433,NA,14.033
Luka,VAN DEN KEYBUS,m,BEL,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",PB,9,6,7.966,NA,13.966
Robert,TVOROGAL,m,LTU,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",PB,10,5.6,8.266,NA,13.866
Lucas,KOCHAN,m,GER,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",PB,11,5.5,8.333,NA,13.833
Ilyas,AZIZOV,m,KAZ,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",PB,12,5.1,8.5,NA,13.6
Sebastian,GAWRONSKI,m,POL,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",PB,13,4.9,8.666,NA,13.566
David,RUMBUTIS,m,SWE,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",PB,14,5,8.466,NA,13.466
Marco,SARRUGERIO,m,ITA,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",PB,15,5.5,7.8,NA,13.3
Milad,KARIMI,m,KAZ,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",PB,16,5.6,7.566,NA,13.166
Stefanos,TSOLAKIDIS,m,GRE,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",PB,17,6,7.066,NA,13.066
Filip,SASNAL,m,POL,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",PB,18,4.2,8.833,NA,13.033
Ivan,TIKHONOV,m,AZE,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",PB,19,5.4,7.6,NA,13
Michalis,CHARI,m,CYP,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",PB,20,4.2,8.7,NA,12.9
Sebastian,SPONEVIK,m,NOR,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",PB,21,4.7,8.2,NA,12.9
Cheng,YEH,m,TPE,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",PB,22,4.9,7.866,NA,12.766
Saba,ABESADZE,m,GEO,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",PB,23,5,7.7,NA,12.7
Dietmar,REINHARDT,m,ESP,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",PB,24,5.2,7.5,NA,12.7
Chih Kai,LEE,m,TPE,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",PB,25,5.7,6.966,NA,12.666
Quentin,BRANDENBURGER,m,LUX,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",PB,26,4.8,7.833,NA,12.633
Bidzina,SITCHINAVA,m,GEO,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",PB,27,4.2,8.366,NA,12.566
Casimir,SCHMIDT,m,NED,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",PB,28,5.5,7,NA,12.5
Dilan,JIMENEZ GIRALDO,m,COL,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",PB,29,5.2,7.266,NA,12.466
Usukhbayar,ERKHEMBAYAR,m,MGL,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",PB,30,4.5,7.866,NA,12.366
Elias,KOSKI,m,FIN,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",PB,31,5.2,7.166,NA,12.366
Mathias,PHILIPPE,m,FRA,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",PB,32,5.1,6.866,NA,11.966
Abderrazak,NASSER,m,MAR,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",PB,33,4.4,7.5,NA,11.9
Mitchell,MORGANS,m,AUS,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",PB,34,5.4,6.433,NA,11.833
Teppei,MIWA,m,JPN,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",PB,35,5.1,6.6,NA,11.7
Enkhtuvshin,DAMDINDORJ,m,MGL,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",PB,36,4.2,7.466,NA,11.666
Oliver,SONS SANCHEZ,m,BOL,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",PB,37,4.7,6.933,NA,11.633
Nikolaos,ILIOPOULOS,m,GRE,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",PB,38,5.4,6.2,NA,11.6
Fabian,DE LUNA,m,MEX,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",PB,39,5,6.466,NA,11.466
Woong,HUR,m,KOR,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",PB,40,4.2,7.233,NA,11.433
Nore,STENE,m,NOR,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",PB,41,4.2,7.133,NA,11.333
Luqman Al Hafiz,ZULFA,m,MAS,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",PB,42,4.3,6.4,NA,10.7
Wilfry,CONTRERAS,m,DOM,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",PB,43,3.3,7.2,NA,10.5
Akseli,KARSIKAS,m,FIN,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",PB,44,4.6,5.7,NA,10.3
Achraf,QUISTAS,m,MAR,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",PB,45,3.6,6.266,NA,9.866
Luis,IL SUNG MELANDER,m,SWE,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",PB,46,4.9,4.933,NA,9.833
Oriol,RIFA,m,ESP,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",PB,47,4.4,5.166,NA,9.566
Nariman,KURBANOV,m,KAZ,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",PH,1,6.6,8.6,NA,15.2
Chih Kai,LEE,m,TPE,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",PH,2,6.4,8.633,NA,15.033
Gagik,KHACHIKYAN,m,ARM,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",PH,3,6.3,8.7,NA,15
Abdulla,AZIMOV,m,UZB,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",PH,4,6.1,8.7,NA,14.8
Rhys,MC CLENAGHAN,m,IRL,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",PH,5,6.2,8.533,NA,14.733
Ahmad,ABU AL SOUD,m,JOR,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",PH,6,5.9,8.7,NA,14.6
Matvei,PETROV,m,ALB,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",PH,7,6.2,8.4,NA,14.6
Kazuma,KAYA,m,JPN,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",PH,8,6.3,8.3,NA,14.6
Harutyun,MERDINYAN,m,ARM,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",PH,9,6,8.566,NA,14.566
Woong,HUR,m,KOR,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",PH,10,6.1,8.333,NA,14.433
Edoardo,DE ROSA,m,ITA,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",PH,11,6.1,8.2,NA,14.3
Benjamin,OSBERGER,m,FRA,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",PH,12,5.7,8.566,NA,14.266
Ilyas,AZIZOV,m,KAZ,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",PH,13,5.7,8.233,NA,13.933
Nils,DUNKEL,m,GER,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",PH,14,6.1,7.833,NA,13.933
Yu Jan,SHIAO,m,TPE,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",PH,15,5.9,7.966,NA,13.866
Ferhat,ARICAN,m,TUR,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",PH,16,5.8,8.033,NA,13.833
Filip,UDE,m,CRO,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",PH,16,5.8,8.033,NA,13.833
