FirstName,LastName,Gender,Country,Date,Competition,Round,Location,Apparatus,Rank,D_Score,E_Score,Penalty,Score
Edward,ROLIN,m,VEN,24-28 Jun 2023,Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",PB,10,7.700,5.2,NA,12.9
Jose,LOPEZ,m,PUR,24-28 Jun 2023,Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",PB,11,8.250,4.5,NA,12.75
Andres,MARTINEZ,m,COL,24-28 Jun 2023,Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",PB,12,8.200,4.8,0.3,12.7
Leandro,PENA,m,DOM,24-28 Jun 2023,Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",PB,13,7.400,5.1,NA,12.5
Elel,WAHRMANN BAKER,m,JAM,24-28 Jun 2023,Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",PB,14,8.200,3.9,0.3,11.8
Andres,VILLEGAS,m,CRC,24-28 Jun 2023,Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",PB,15,8.500,3,NA,11.5
Pablo,VELASQUEZ,m,ESA,24-28 Jun 2023,Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",PB,16,8.100,3.4,NA,11.5
Richard,ATENCIO,m,PAN,24-28 Jun 2023,Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",PB,NA,0.000,NA,NA,NA
Isaac,NUNEZ,m,MEX,24-28 Jun 2023,Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",PH,1,8.400,5.1,NA,13.5
Andres,MARTINEZ,m,COL,24-28 Jun 2023,Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",PH,2,8.350,4.9,NA,13.25
Adickxon,TREJO,m,VEN,24-28 Jun 2023,Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",PH,3,7.500,5.3,NA,12.8
Audrys,NIN,m,DOM,24-28 Jun 2023,Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",PH,4,7.800,4.8,NA,12.6
Diorges,ESCOBAR,m,CUB,24-28 Jun 2023,Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",PH,5,7.800,4.5,NA,12.3
Edward,ROLIN,m,VEN,24-28 Jun 2023,Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",PH,6,7.450,4.8,NA,12.25
Jose,LOPEZ,m,PUR,24-28 Jun 2023,Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",PH,7,7.700,4.5,NA,12.2
Elel,WAHRMANN BAKER,m,JAM,24-28 Jun 2023,Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",PH,8,7.000,5,NA,12
Francisco,ACUNA,m,CRC,24-28 Jun 2023,Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",PH,9,7.700,4.1,NA,11.8
Maximiliano,GALICIA,m,MEX,24-28 Jun 2023,Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",PH,10,7.800,3.7,NA,11.5
Dilan,JIMENEZ,m,COL,24-28 Jun 2023,Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",PH,11,7.400,4.1,NA,11.5
Pablo,POZO,m,CUB,24-28 Jun 2023,Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",PH,12,6.800,4,NA,10.8
Leandro,PENA,m,DOM,24-28 Jun 2023,Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",PH,13,7.400,3.3,NA,10.7
Pablo,VELASQUEZ,m,ESA,24-28 Jun 2023,Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",PH,14,6.850,3.8,NA,10.65
Andres,PEREZ,m,PUR,24-28 Jun 2023,Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",PH,15,6.250,4.1,NA,10.35
Andres,VILLEGAS,m,CRC,24-28 Jun 2023,Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",PH,16,6.250,2.6,3,5.85
Richard,ATENCIO,m,PAN,24-28 Jun 2023,Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",PH,NA,0.000,NA,NA,NA
Andres,MARTINEZ,m,COL,24-28 Jun 2023,Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",SR,1,7.800,4.8,NA,12.6
Dilan,JIMENEZ,m,COL,24-28 Jun 2023,Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",SR,2,7.500,5.1,NA,12.6
Leandro,PENA,m,DOM,24-28 Jun 2023,Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",SR,3,7.700,4.8,NA,12.5
Audrys,NIN,m,DOM,24-28 Jun 2023,Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",SR,4,7.900,4.4,NA,12.3
Isaac,NUNEZ,m,MEX,24-28 Jun 2023,Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",SR,5,7.950,4.3,NA,12.25
Maximiliano,GALICIA,m,MEX,24-28 Jun 2023,Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",SR,6,7.750,4.5,NA,12.25
Pablo,POZO,m,CUB,24-28 Jun 2023,Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",SR,6,7.750,4.5,NA,12.25
Adickxon,TREJO,m,VEN,24-28 Jun 2023,Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",SR,8,7.600,4.3,NA,11.9
Jose,LOPEZ,m,PUR,24-28 Jun 2023,Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",SR,9,6.550,5.3,NA,11.85
Francisco,ACUNA,m,CRC,24-28 Jun 2023,Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",SR,10,7.800,4,NA,11.8
Diorges,ESCOBAR,m,CUB,24-28 Jun 2023,Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",SR,11,7.550,4.2,NA,11.75
Andres,PEREZ,m,PUR,24-28 Jun 2023,Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",SR,12,7.300,4.3,NA,11.6
Elel,WAHRMANN BAKER,m,JAM,24-28 Jun 2023,Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",SR,13,7.700,3.7,NA,11.4
Edward,ROLIN,m,VEN,24-28 Jun 2023,Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",SR,14,6.850,4.5,NA,11.35
Pablo,VELASQUEZ,m,ESA,24-28 Jun 2023,Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",SR,15,7.700,3.2,NA,10.9
Andres,VILLEGAS,m,CRC,24-28 Jun 2023,Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",SR,16,7.700,2.9,NA,10.6
Richard,ATENCIO,m,PAN,24-28 Jun 2023,Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",SR,NA,0.000,NA,NA,NA
Audrys,NIN,m,DOM,24-28 Jun 2023,Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",VT1,1,9.200,5.2,NA,14.4
Diorges,ESCOBAR,m,CUB,24-28 Jun 2023,Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",VT1,2,9.250,4.8,NA,14.05
Andres,MARTINEZ,m,COL,24-28 Jun 2023,Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",VT1,3,9.250,4.8,0.1,13.95
Maximiliano,GALICIA,m,MEX,24-28 Jun 2023,Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",VT1,4,9.150,4.8,NA,13.95
Isaac,NUNEZ,m,MEX,24-28 Jun 2023,Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",VT1,5,9.100,4.8,0.1,13.8
Leandro,PENA,m,DOM,24-28 Jun 2023,Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",VT1,6,9.000,4.8,0.1,13.7
Dilan,JIMENEZ,m,COL,24-28 Jun 2023,Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",VT1,7,8.800,5.2,0.3,13.7
Edward,ROLIN,m,VEN,24-28 Jun 2023,Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",VT1,8,9.000,4.8,0.3,13.5
Adickxon,TREJO,m,VEN,24-28 Jun 2023,Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",VT1,9,8.800,4.8,0.1,13.5
Andres,PEREZ,m,PUR,24-28 Jun 2023,Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",VT1,10,8.700,4.8,NA,13.5
Pablo,VELASQUEZ,m,ESA,24-28 Jun 2023,Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",VT1,11,8.750,4.8,0.1,13.45
Jose,LOPEZ,m,PUR,24-28 Jun 2023,Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",VT1,12,8.150,5.2,NA,13.35
Elel,WAHRMANN BAKER,m,JAM,24-28 Jun 2023,Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",VT1,13,9.150,4,NA,13.15
Francisco,ACUNA,m,CRC,24-28 Jun 2023,Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",VT1,14,9.000,4,NA,13
Andres,VILLEGAS,m,CRC,24-28 Jun 2023,Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",VT1,15,9.200,3.2,0.1,12.3
Pablo,POZO,m,CUB,24-28 Jun 2023,Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",VT1,16,7.700,4.8,0.3,12.2
Richard,ATENCIO,m,PAN,24-28 Jun 2023,Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",VT1,NA,0.000,NA,NA,NA
Adickxon,TREJO,m,VEN,24-28 Jun 2023,Central American and Caribbean Games,final,"San Salvador, El Salvador",FX,2,8.600,5.1,NA,13.7
Dilan,JIMENEZ,m,COL,24-28 Jun 2023,Central American and Caribbean Games,final,"San Salvador, El Salvador",FX,3,8.050,5.6,NA,13.65
Diorges,ESCOBAR,m,CUB,24-28 Jun 2023,Central American and Caribbean Games,final,"San Salvador, El Salvador",FX,4,8.000,5.7,0.3,13.4
Andres,MARTINEZ,m,COL,24-28 Jun 2023,Central American and Caribbean Games,final,"San Salvador, El Salvador",FX,5,8.350,5.2,0.3,13.25
Fabian,DE LUNA,m,MEX,24-28 Jun 2023,Central American and Caribbean Games,final,"San Salvador, El Salvador",FX,6,8.000,4.9,0.1,12.8
Rodrigo,GOMEZ,m,MEX,24-28 Jun 2023,Central American and Caribbean Games,final,"San Salvador, El Salvador",FX,7,7.100,5.4,NA,12.5
Yohendry,VILLAVERDE,m,CUB,24-28 Jun 2023,Central American and Caribbean Games,final,"San Salvador, El Salvador",FX,8,5.500,3.3,4,4.8
Diorges,ESCOBAR,m,CUB,24-28 Jun 2023,Central American and Caribbean Games,final,"San Salvador, El Salvador",HB,1,8.200,5.6,NA,13.8
Audrys,NIN,m,DOM,24-28 Jun 2023,Central American and Caribbean Games,final,"San Salvador, El Salvador",HB,2,8.100,5,NA,13.1
Andres,PEREZ,m,PUR,24-28 Jun 2023,Central American and Caribbean Games,final,"San Salvador, El Salvador",HB,3,7.950,4.9,NA,12.85
Andres,MARTINEZ,m,COL,24-28 Jun 2023,Central American and Caribbean Games,final,"San Salvador, El Salvador",HB,4,7.550,4.9,NA,12.45
Pablo,POZO,m,CUB,24-28 Jun 2023,Central American and Caribbean Games,final,"San Salvador, El Salvador",HB,5,7.250,4.9,NA,12.15
Leandro,PENA,m,DOM,24-28 Jun 2023,Central American and Caribbean Games,final,"San Salvador, El Salvador",HB,6,7.200,4.7,NA,11.9
Francisco,ACUNA,m,CRC,24-28 Jun 2023,Central American and Caribbean Games,final,"San Salvador, El Salvador",HB,7,7.650,4.2,NA,11.85
Jose,LOPEZ,m,PUR,24-28 Jun 2023,Central American and Caribbean Games,final,"San Salvador, El Salvador",HB,8,6.600,4.5,NA,11.1
Isaac,NUNEZ,m,MEX,24-28 Jun 2023,Central American and Caribbean Games,final,"San Salvador, El Salvador",PB,1,8.450,5.5,NA,13.95
Pablo,POZO,m,CUB,24-28 Jun 2023,Central American and Caribbean Games,final,"San Salvador, El Salvador",PB,2,8.100,5.7,NA,13.8
Adickxon,TREJO,m,VEN,24-28 Jun 2023,Central American and Caribbean Games,final,"San Salvador, El Salvador",PB,3,8.400,4.6,NA,13
Audrys,NIN,m,DOM,24-28 Jun 2023,Central American and Caribbean Games,final,"San Salvador, El Salvador",PB,4,7.950,4.8,NA,12.75
Maximiliano,GALICIA,m,MEX,24-28 Jun 2023,Central American and Caribbean Games,final,"San Salvador, El Salvador",PB,5,7.750,4.8,NA,12.55
Jeordy,RAMIREZ,m,DOM,24-28 Jun 2023,Central American and Caribbean Games,final,"San Salvador, El Salvador",PB,6,7.450,5.1,NA,12.55
Sergio,VARGAS,m,COL,24-28 Jun 2023,Central American and Caribbean Games,final,"San Salvador, El Salvador",PB,7,7.050,4.8,NA,11.85
Dilan,JIMENEZ,m,COL,24-28 Jun 2023,Central American and Caribbean Games,final,"San Salvador, El Salvador",PB,8,6.400,5.4,NA,11.8
Isaac,NUNEZ,m,MEX,24-28 Jun 2023,Central American and Caribbean Games,final,"San Salvador, El Salvador",PH,1,7.950,5.1,NA,13.05
Jose,MARTINEZ,m,COL,24-28 Jun 2023,Central American and Caribbean Games,final,"San Salvador, El Salvador",PH,2,7.700,5.2,NA,12.9
Audrys,NIN,m,DOM,24-28 Jun 2023,Central American and Caribbean Games,final,"San Salvador, El Salvador",PH,3,7.850,4.8,NA,12.65
Andres,MARTINEZ,m,COL,24-28 Jun 2023,Central American and Caribbean Games,final,"San Salvador, El Salvador",PH,4,7.550,4.6,NA,12.15
Andres,PEREZ,m,PUR,24-28 Jun 2023,Central American and Caribbean Games,final,"San Salvador, El Salvador",PH,5,7.600,4.4,NA,12
Diorges,ESCOBAR,m,CUB,24-28 Jun 2023,Central American and Caribbean Games,final,"San Salvador, El Salvador",PH,6,6.850,4.5,NA,11.35
Maximiliano,GALICIA,m,MEX,24-28 Jun 2023,Central American and Caribbean Games,final,"San Salvador, El Salvador",PH,7,6.450,4.5,NA,10.95
Richard,ATENCIO,m,PAN,24-28 Jun 2023,Central American and Caribbean Games,final,"San Salvador, El Salvador",PH,8,6.250,4.6,NA,10.85
Kristopher,BOHORQUEZ,m,COL,24-28 Jun 2023,Central American and Caribbean Games,final,"San Salvador, El Salvador",SR,1,8.300,5.6,NA,13.9
Alejandro,DE LA CRUZ,m,CUB,24-28 Jun 2023,Central American and Caribbean Games,final,"San Salvador, El Salvador",SR,2,8.200,5.6,NA,13.8
Jose,LOPEZ,m,PUR,24-28 Jun 2023,Central American and Caribbean Games,final,"San Salvador, El Salvador",SR,3,8.000,5.3,NA,13.3
Fabian,DE LUNA,m,MEX,24-28 Jun 2023,Central American and Caribbean Games,final,"San Salvador, El Salvador",SR,4,7.500,5.7,NA,13.2
Maximiliano,GALICIA,m,MEX,24-28 Jun 2023,Central American and Caribbean Games,final,"San Salvador, El Salvador",SR,5,8.450,4.4,NA,12.85
Jabiel,POLANCO,m,DOM,24-28 Jun 2023,Central American and Caribbean Games,final,"San Salvador, El Salvador",SR,6,8.250,4.5,NA,12.75
Edward,ROLIN,m,VEN,24-28 Jun 2023,Central American and Caribbean Games,final,"San Salvador, El Salvador",SR,7,7.900,4.8,NA,12.7
Andres,MARTINEZ,m,COL,24-28 Jun 2023,Central American and Caribbean Games,final,"San Salvador, El Salvador",SR,8,7.200,4.2,NA,11.4
Audrys,NIN,m,DOM,24-28 Jun 2023,Central American and Caribbean Games,final,"San Salvador, El Salvador",VT2,1,8.750,5.6,NA,14.35
,VILLAVERDE,m,CUB,24-28 Jun 2023,Central American and Caribbean Games,final,"San Salvador, El Salvador",VT2,2,8.900,5.2,NA,14.1
Fabian,DE LUNA,m,MEX,24-28 Jun 2023,Central American and Caribbean Games,final,"San Salvador, El Salvador",VT2,3,8.350,5.2,NA,13.55
Jose,LOPEZ,m,PUR,24-28 Jun 2023,Central American and Caribbean Games,final,"San Salvador, El Salvador",VT2,4,9.150,5.2,0.1,14.25
Jorge,VEGA,m,CCS,24-28 Jun 2023,Central American and Caribbean Games,final,"San Salvador, El Salvador",VT2,5,7.950,5.2,NA,13.15
Jabiel,POLANCO,m,DOM,24-28 Jun 2023,Central American and Caribbean Games,final,"San Salvador, El Salvador",VT2,6,7.900,5.2,NA,13.1
,DE LA CRUZ,m,CUB,24-28 Jun 2023,Central American and Caribbean Games,final,"San Salvador, El Salvador",VT2,7,7.900,5.2,NA,13.1
Edward,ROLIN,m,VEN,24-28 Jun 2023,Central American and Caribbean Games,final,"San Salvador, El Salvador",VT2,8,8.850,4.8,NA,13.65
Dilan,JIMENEZ,m,COL,24-28 Jun 2023,Central American and Caribbean Games,qual,"San Salvador, El Salvador",FX,1,8.250,5.6,NA,13.85
Diorges,ESCOBAR,m,CUB,24-28 Jun 2023,Central American and Caribbean Games,qual,"San Salvador, El Salvador",FX,2,8.050,5.8,NA,13.85
Jorge,VEGA,m,CCS,24-28 Jun 2023,Central American and Caribbean Games,qual,"San Salvador, El Salvador",FX,3,8.300,5.5,NA,13.8
Andres,MARTINEZ,m,COL,24-28 Jun 2023,Central American and Caribbean Games,qual,"San Salvador, El Salvador",FX,4,8.450,5.2,0.1,13.55
Adickxon,TREJO,m,VEN,24-28 Jun 2023,Central American and Caribbean Games,qual,"San Salvador, El Salvador",FX,5,8.400,5.1,NA,13.5
Yohendry,VILLAVERDE,m,CUB,24-28 Jun 2023,Central American and Caribbean Games,qual,"San Salvador, El Salvador",FX,6,8.100,5.8,0.5,13.4
Rodrigo,GOMEZ,m,MEX,24-28 Jun 2023,Central American and Caribbean Games,qual,"San Salvador, El Salvador",FX,7,7.800,5.6,NA,13.4
Fabian,DE LUNA,m,MEX,24-28 Jun 2023,Central American and Caribbean Games,qual,"San Salvador, El Salvador",FX,8,8.000,4.9,NA,12.9
Andres,PEREZ,m,PUR,24-28 Jun 2023,Central American and Caribbean Games,qual,"San Salvador, El Salvador",FX,9,7.650,5.2,NA,12.85
Jose,LOPEZ,m,PUR,24-28 Jun 2023,Central American and Caribbean Games,qual,"San Salvador, El Salvador",FX,10,7.900,4.9,NA,12.8
Yefferson,ANTON,m,VEN,24-28 Jun 2023,Central American and Caribbean Games,qual,"San Salvador, El Salvador",FX,11,7.700,5.1,NA,12.8
Pablo,PEREZ,m,PUR,24-28 Jun 2023,Central American and Caribbean Games,qual,"San Salvador, El Salvador",FX,12,7.250,5.5,NA,12.75
Jhossua,CORRALES,m,CRC,24-28 Jun 2023,Central American and Caribbean Games,qual,"San Salvador, El Salvador",FX,13,8.200,4.5,NA,12.7
Miguel,AQUINO III,m,PUR,24-28 Jun 2023,Central American and Caribbean Games,qual,"San Salvador, El Salvador",FX,14,8.000,4.7,NA,12.7
Elel,WAHRMANN BAKER,m,JAM,24-28 Jun 2023,Central American and Caribbean Games,qual,"San Salvador, El Salvador",FX,15,8.200,4.5,0.1,12.6
Maximiliano,GALICIA,m,MEX,24-28 Jun 2023,Central American and Caribbean Games,qual,"San Salvador, El Salvador",FX,16,7.550,5.1,0.1,12.55
Jeordy,RAMIREZ,m,DOM,24-28 Jun 2023,Central American and Caribbean Games,qual,"San Salvador, El Salvador",FX,17,7.800,4.7,NA,12.5
Sebastian,SUE,m,PAN,24-28 Jun 2023,Central American and Caribbean Games,qual,"San Salvador, El Salvador",FX,18,7.700,4.7,NA,12.4
Francisco,ACUNA,m,CRC,24-28 Jun 2023,Central American and Caribbean Games,qual,"San Salvador, El Salvador",FX,19,8.000,4.3,NA,12.3
Pablo,POZO,m,CUB,24-28 Jun 2023,Central American and Caribbean Games,qual,"San Salvador, El Salvador",FX,20,7.200,5,NA,12.2
Isaac,NUNEZ,m,MEX,24-28 Jun 2023,Central American and Caribbean Games,qual,"San Salvador, El Salvador",FX,21,7.550,4.7,0.1,12.15
Edward,ROLIN,m,VEN,24-28 Jun 2023,Central American and Caribbean Games,qual,"San Salvador, El Salvador",FX,22,7.300,5.2,0.5,12
Pablo,VELASQUEZ,m,ESA,24-28 Jun 2023,Central American and Caribbean Games,qual,"San Salvador, El Salvador",FX,23,7.200,4.5,NA,11.7
Andres,VILLEGAS,m,CRC,24-28 Jun 2023,Central American and Caribbean Games,qual,"San Salvador, El Salvador",FX,24,7.850,3.8,NA,11.65
Leandro,PENA,m,DOM,24-28 Jun 2023,Central American and Caribbean Games,qual,"San Salvador, El Salvador",FX,25,6.800,5.1,0.3,11.6
Jose,MARTINEZ,m,COL,24-28 Jun 2023,Central American and Caribbean Games,qual,"San Salvador, El Salvador",FX,26,6.900,4.4,NA,11.3
Victor,BETANCOURT,m,VEN,24-28 Jun 2023,Central American and Caribbean Games,qual,"San Salvador, El Salvador",FX,27,7.100,4.2,0.1,11.2
Sergio,VARGAS,m,COL,24-28 Jun 2023,Central American and Caribbean Games,qual,"San Salvador, El Salvador",FX,28,6.650,4.5,NA,11.15
Alejandro,DE LA CRUZ,m,CUB,24-28 Jun 2023,Central American and Caribbean Games,qual,"San Salvador, El Salvador",FX,29,6.100,4.9,0.3,10.7
