FirstName,LastName,Gender,Country,Date,Competition,Round,Location,Apparatus,Rank,D_Score,E_Score,Penalty,Score
Isaac,NUNEZ,m,MEX,27–30 Apr 2023,World Cup,final,"Cairo, Egypt",HB,7,4.7,7.4,NA,12.1
Ivan,DEJANOVIC,m,SRB,27–30 Apr 2023,World Cup,final,"Cairo, Egypt",HB,8,4.8,7.3,NA,12.1
Illia,KOVTUN,m,UKR,27–30 Apr 2023,World Cup,final,"Cairo, Egypt",PB,1,6,8.833,NA,14.833
Mohamed,AFIFY,m,EGY,27–30 Apr 2023,World Cup,final,"Cairo, Egypt",PB,2,6,8.066,NA,14.066
Nicolo,MOZZATO,m,ITA,27–30 Apr 2023,World Cup,final,"Cairo, Egypt",PB,3,5.6,8.433,NA,14.033
Mario,MACCHIATI,m,ITA,27–30 Apr 2023,World Cup,final,"Cairo, Egypt",PB,4,5.9,8.1,NA,14
Loran,DE MUNCK,m,NED,27–30 Apr 2023,World Cup,final,"Cairo, Egypt",PB,5,5.6,8.333,NA,13.933
Casimir,SCHMIDT,m,NED,27–30 Apr 2023,World Cup,final,"Cairo, Egypt",PB,6,5.5,8.333,NA,13.833
Isaac,NUNEZ,m,MEX,27–30 Apr 2023,World Cup,final,"Cairo, Egypt",PB,7,5.6,8.066,NA,13.666
Hasan,BULUT,m,TUR,27–30 Apr 2023,World Cup,final,"Cairo, Egypt",PB,8,4.3,7.7,NA,12
Chih Kai,LEE,m,TPE,27–30 Apr 2023,World Cup,final,"Cairo, Egypt",PH,1,6.5,8.533,NA,15.033
Gagik,KHACHIKYAN,m,ARM,27–30 Apr 2023,World Cup,final,"Cairo, Egypt",PH,2,6.2,8.533,NA,14.733
Illia,KOVTUN,m,UKR,27–30 Apr 2023,World Cup,final,"Cairo, Egypt",PH,3,6,8.566,NA,14.566
Harutyun,MERDINYAN,m,ARM,27–30 Apr 2023,World Cup,final,"Cairo, Egypt",PH,3,6,8.566,NA,14.566
Ian,SKIRKEY,m,USA,27–30 Apr 2023,World Cup,final,"Cairo, Egypt",PH,5,6.1,8.166,NA,14.266
Loran,DE MUNCK,m,NED,27–30 Apr 2023,World Cup,final,"Cairo, Egypt",PH,6,6.5,7.133,NA,13.633
Nariman,KURBANOV,m,KAZ,27–30 Apr 2023,World Cup,final,"Cairo, Egypt",PH,7,6.2,7.366,NA,13.566
Filip,UDE,m,CRO,27–30 Apr 2023,World Cup,final,"Cairo, Egypt",PH,8,5.5,7.3,0.3,12.5
Nikita,SIMONOV,m,AZE,27–30 Apr 2023,World Cup,final,"Cairo, Egypt",RG,1,6.2,8.766,NA,14.966
Salvatore,MARESCA,m,ITA,27–30 Apr 2023,World Cup,final,"Cairo, Egypt",RG,2,6.2,8.5,NA,14.7
Artur,AVETISYAN,m,ARM,27–30 Apr 2023,World Cup,final,"Cairo, Egypt",RG,3,5.9,8.766,NA,14.666
Sokratis,PILAKOURIS,m,CYP,27–30 Apr 2023,World Cup,final,"Cairo, Egypt",RG,4,5.9,8.633,NA,14.533
Ali,ZAHRAN,m,EGY,27–30 Apr 2023,World Cup,final,"Cairo, Egypt",RG,5,6.1,8.433,NA,14.533
Glen,CUYLE,m,BEL,27–30 Apr 2023,World Cup,final,"Cairo, Egypt",RG,6,6,8.366,NA,14.366
Artur,DAVTYAN,m,ARM,27–30 Apr 2023,World Cup,final,"Cairo, Egypt",RG,7,5.3,8.866,NA,14.166
Konstantinos,KONSTANTINIDIS,m,GRE,27–30 Apr 2023,World Cup,final,"Cairo, Egypt",RG,8,5.7,8.4,NA,14.1
Eamon,MONTGOMERY,m,IRL,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",FX,1,5.9,7.8,NA,13.7
Milad,KARIMI,m,KAZ,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",FX,2,5.9,7.733,NA,13.633
Aurel,BENOVIC,m,CRO,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",FX,3,6.2,7.433,NA,13.633
Hayden,SKINNER,m,GBR,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",FX,4,6.1,7.666,0.2,13.566
Michalis,CHARI,m,CYP,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",FX,5,5.7,7.8,NA,13.5
Sam,MOSTOWFI,m,GBR,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",FX,6,6,7.7,0.3,13.4
Kameron,NELSON,m,USA,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",FX,7,6,7.5,0.1,13.4
Illia,KOVTUN,m,UKR,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",FX,8,6.2,7.3,0.1,13.4
Neofytos,KYRIAKOU,m,CYP,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",FX,9,5.2,8.166,NA,13.366
Ares,FEDERICI,m,ITA,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",FX,10,6.2,7.433,0.3,13.333
Sebastian,GAWRONSKI,m,POL,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",FX,11,5.7,7.7,0.1,13.3
Ivan,TIKHONOV,m,AZE,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",FX,12,5.5,7.7,NA,13.2
Luka,VAN DEN KEYBUS,m,BEL,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",FX,13,5.5,7.833,0.2,13.133
Mario,MACCHIATI,m,ITA,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",FX,14,5.5,7.733,0.1,13.133
Dominick,CUNNINGHAM,m,IRL,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",FX,15,5.6,7.6,0.1,13.1
Ilyas,AZIZOV,m,KAZ,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",FX,16,5.8,7.666,0.4,13.066
Hai Khang,TRINH,m,VIE,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",FX,17,5.6,7.466,NA,13.066
Abdulaziz,MIRVALIEV,m,UZB,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",FX,18,5.4,7.733,0.1,13.033
Guilherme,CAMPOS,m,POR,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",FX,19,5.4,7.7,0.1,13
Ricardo,RUDY,m,AUT,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",FX,20,5,8,0.1,12.9
Dusan,DORDEVIC,m,SRB,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",FX,21,5.4,7.466,NA,12.866
Utkirbek,JURAEV,m,UZB,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",FX,22,5.3,7.533,0.1,12.733
Jose,NOGUEIRA,m,POR,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",FX,23,5.6,7.133,NA,12.733
Donnell,WHITTENBURG,m,USA,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",FX,24,6,6.733,NA,12.733
Omar,MOHAMED,m,EGY,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",FX,25,5.8,6.9,NA,12.7
Ricards,PLATE,m,LAT,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",FX,26,4.8,7.866,NA,12.666
Petar,VEFIC,m,SRB,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",FX,27,5.4,7.266,NA,12.666
Carlo,HOERR,m,GER,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",FX,28,5.3,7.533,0.2,12.633
Isaac,NUNEZ,m,MEX,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",FX,29,5.4,7.366,0.2,12.566
Antonios,TANTALIDIS,m,GRE,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",FX,30,5.6,7.333,0.4,12.533
Javier,ROJO,m,MEX,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",FX,31,5.3,7.133,NA,12.433
Houssem Eddine,HAMADOUCHE,m,ALG,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",FX,32,5.1,7.233,NA,12.333
Dario,SISSAKIS,m,GER,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",FX,33,5.8,6.6,0.1,12.3
Ondrej,KALNY,m,CZE,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",FX,34,5.2,6.8,NA,12
Filip,SASNAL,m,POL,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",FX,35,5.6,6.666,0.3,11.966
Marko,JOVICIC,m,CRO,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",FX,36,5.1,6.666,NA,11.766
Illia,KOVTUN,m,UKR,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",HB,1,5.7,8.4,NA,14.1
Ahmed,ELMARAGHY,m,EGY,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",HB,2,5.7,8.366,NA,14.066
Maxime,GENTGES,m,BEL,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",HB,3,5.5,8.5,NA,14
Isaac,NUNEZ,m,MEX,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",HB,4,5.1,8.733,NA,13.833
Casimir,SCHMIDT,m,NED,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",HB,5,5.2,8.266,NA,13.466
Mert Efe,KILICER,m,TUR,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",HB,6,4.9,8.5,NA,13.4
Carlo,HOERR,m,GER,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",HB,7,5.3,8.1,NA,13.4
Ivan,DEJANOVIC,m,SRB,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",HB,8,5,8.366,NA,13.366
Marios,GEORGIOU,m,CYP,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",HB,9,5.3,8,NA,13.3
Donnell,WHITTENBURG,m,USA,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",HB,10,5.2,8,NA,13.2
Noah,KUAVITA,m,BEL,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",HB,11,5.9,7.2,NA,13.1
Robert,TVOROGAL,m,LTU,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",HB,12,5.2,7.866,NA,13.066
Ares,FEDERICI,m,ITA,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",HB,13,4.8,8.233,NA,13.033
Utkirbek,JURAEV,m,UZB,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",HB,14,4.8,8.166,NA,12.966
Hasan,BULUT,m,TUR,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",HB,15,4.5,8.4,NA,12.9
Ricards,PLATE,m,LAT,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",HB,16,4.8,8.066,NA,12.866
Sam,MOSTOWFI,m,GBR,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",HB,17,4.9,7.966,NA,12.866
Ahmed Riadh,ALIOUAT,m,ALG,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",HB,18,4.6,8.233,NA,12.833
Zaid,KHATER,m,EGY,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",HB,19,4.7,8.133,NA,12.833
Petar,VEFIC,m,SRB,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",HB,20,4.4,8.233,NA,12.633
Jose,NOGUEIRA,m,POR,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",HB,21,4.6,8.033,NA,12.633
Neofytos,KYRIAKOU,m,CYP,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",HB,22,4.9,7.733,NA,12.633
Sebastian,GAWRONSKI,m,POL,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",HB,23,4.7,7.666,NA,12.366
Javier,ROJO,m,MEX,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",HB,23,4.7,7.666,NA,12.366
Tomas,KUZMICKAS,m,LTU,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",HB,25,4.8,7.533,NA,12.333
Ivan,TIKHONOV,m,AZE,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",HB,26,5,7.3,NA,12.3
Anze,HRIBAR,m,SLO,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",HB,27,4.2,7.933,NA,12.133
Khabibullo,ERGASHEV,m,UZB,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",HB,28,4.6,7.533,NA,12.133
Kevin George,BUCKLEY,m,SLO,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",HB,29,4.5,7.233,NA,11.733
Nicolo,MOZZATO,m,ITA,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",HB,30,4.6,6.6,NA,11.2
Milad,KARIMI,m,KAZ,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",HB,31,5.1,5.366,NA,10.466
Diyas,TOISHYBEK,m,KAZ,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",HB,32,5.3,4.4,NA,9.7
Filip,SASNAL,m,POL,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",HB,33,1.8,8.166,6,3.966
Illia,KOVTUN,m,UKR,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",PB,1,6.3,8.933,NA,15.233
Mario,MACCHIATI,m,ITA,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",PB,2,5.5,8.533,NA,14.033
Mohamed,AFIFY,m,EGY,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",PB,3,6,8.033,NA,14.033
Nicolo,MOZZATO,m,ITA,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",PB,4,5.6,8.3,NA,13.9
Isaac,NUNEZ,m,MEX,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",PB,5,5.6,8.266,NA,13.866
Hasan,BULUT,m,TUR,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",PB,6,5,8.7,NA,13.7
Loran,DE MUNCK,m,NED,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",PB,7,5.6,8.066,NA,13.666
Casimir,SCHMIDT,m,NED,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",PB,8,5.5,8.1,NA,13.6
Milad,KARIMI,m,KAZ,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",PB,9,5.9,7.666,NA,13.566
Mert Efe,KILICER,m,TUR,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",PB,10,4.7,8.733,NA,13.433
Ahmed Riadh,ALIOUAT,m,ALG,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",PB,11,4.9,8.433,NA,13.333
Nicola,CUYLE,m,BEL,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",PB,12,5.6,7.7,NA,13.3
Carlo,HOERR,m,GER,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",PB,13,5.2,8.066,NA,13.266
Dario,SISSAKIS,m,GER,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",PB,14,4.9,8.233,NA,13.133
Khabibullo,ERGASHEV,m,UZB,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",PB,15,5.1,8.033,NA,13.133
Sebastian,GAWRONSKI,m,POL,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",PB,16,4.9,8.2,NA,13.1
Omar,MOHAMED,m,EGY,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",PB,17,5.3,7.566,NA,12.866
Chih Kai,LEE,m,TPE,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",PB,18,5.2,7.5,NA,12.7
Filip,SASNAL,m,POL,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",PB,19,4.2,8.466,NA,12.666
Ricards,PLATE,m,LAT,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",PB,20,4.7,7.9,NA,12.6
Petar,VEFIC,m,SRB,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",PB,21,5,7.533,NA,12.533
Fabian,DE LUNA,m,MEX,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",PB,22,5,7.4,NA,12.4
Ilyas,AZIZOV,m,KAZ,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",PB,23,5.1,7.2,NA,12.3
Hillal,METIDJI,m,ALG,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",PB,24,5.1,6.966,NA,12.066
Tomas,KUZMICKAS,m,LTU,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",PB,25,5.1,6.7,NA,11.8
Nazar,CHEPURNYI,m,UKR,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",PB,26,6.1,5.466,NA,11.566
Robert,TVOROGAL,m,LTU,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",PB,27,5.2,6.166,NA,11.366
Jose,NOGUEIRA,m,POR,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",PB,28,4,7.066,NA,11.066
Luka,VAN DEN KEYBUS,m,BEL,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",PB,29,5.5,5.433,NA,10.933
Utkirbek,JURAEV,m,UZB,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",PB,30,5.2,5.433,NA,10.633
Nariman,KURBANOV,m,KAZ,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",PH,1,6.2,8.5,NA,14.7
Ian,SKIRKEY,m,USA,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",PH,2,6.5,8.2,NA,14.7
Chih Kai,LEE,m,TPE,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",PH,3,6.2,8.333,NA,14.533
Harutyun,MERDINYAN,m,ARM,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",PH,4,5.9,8.566,NA,14.466
Loran,DE MUNCK,m,NED,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",PH,5,6.5,7.833,NA,14.333
Gagik,KHACHIKYAN,m,ARM,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",PH,6,5.8,8.5,NA,14.3
Illia,KOVTUN,m,UKR,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",PH,7,6,8.3,NA,14.3
Filip,UDE,m,CRO,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",PH,8,5.6,8.633,NA,14.233
Abdelrahman,ABDELHALEEM,m,EGY,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",PH,9,5.6,8.5,NA,14.1
Yu Jan,SHIAO,m,TPE,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",PH,10,5.8,8.266,NA,14.066
Mario,MACCHIATI,m,ITA,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",PH,11,5.7,8.3,NA,14
Dmitrijs,MICKEVICS,m,LAT,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",PH,12,5.4,8.533,NA,13.933
Maxime,GENTGES,m,BEL,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",PH,13,6.2,7.7,NA,13.9
Khabibullo,ERGASHEV,m,UZB,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",PH,14,5.5,8.333,NA,13.833
Ivan,TIKHONOV,m,AZE,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",PH,15,5.4,8,NA,13.4
Al Harith,RAKAN,m,QAT,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",PH,16,5,8.366,NA,13.366
Diyas,TOISHYBEK,m,KAZ,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",PH,17,6,7.066,NA,13.066
Utkirbek,JURAEV,m,UZB,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",PH,18,4.6,8.433,NA,13.033
Ricardo,RUDY,m,AUT,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",PH,19,5.4,7.566,NA,12.966
Mert Efe,KILICER,m,TUR,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",PH,20,5,7.9,NA,12.9
Marko,SAMBOLEC,m,CRO,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",PH,21,5.6,7.233,NA,12.833
Radomir,SLIZ,m,CZE,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",PH,22,5,7.766,NA,12.766
Hasan,BULUT,m,TUR,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",PH,23,5.3,7.433,NA,12.733
Mohamed,AFIFY,m,EGY,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",PH,24,5.3,7.4,NA,12.7
Kevin George,BUCKLEY,m,SLO,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",PH,25,5,7.666,NA,12.666
Casimir,SCHMIDT,m,NED,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",PH,26,5.9,6.6,NA,12.5
Petar,VEFIC,m,SRB,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",PH,27,4.2,8.166,NA,12.366
Nicolo,MOZZATO,m,ITA,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",PH,28,6,6.333,NA,12.333
Nicola,CUYLE,m,BEL,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",PH,29,5.8,6.333,NA,12.133
Gytis,CHASAZYROVAS,m,LTU,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",PH,30,5,7.066,NA,12.066
Sebastian,GAWRONSKI,m,POL,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",PH,31,4,8,NA,12
Jose,NOGUEIRA,m,POR,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",PH,32,3.8,7.966,NA,11.766
Houssem Eddine,HAMADOUCHE,m,ALG,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",PH,33,4.2,7.433,NA,11.633
Antonios,TANTALIDIS,m,GRE,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",PH,34,4.5,7,NA,11.5
Isaac,NUNEZ,m,MEX,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",PH,35,4.8,6.666,NA,11.466
Ngoc Xuan Thien,DANG,m,VIE,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",PH,36,5.6,5.5,NA,11.1
Nikita,SIMONOV,m,AZE,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",RG,1,6.2,8.666,NA,14.866
Salvatore,MARESCA,m,ITA,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",RG,2,6.2,8.5,NA,14.7
Artur,AVETISYAN,m,ARM,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",RG,3,5.9,8.733,NA,14.633
Glen,CUYLE,m,BEL,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",RG,4,6,8.533,NA,14.533
Sokratis,PILAKOURIS,m,CYP,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",RG,5,5.9,8.533,NA,14.433
Ali,ZAHRAN,m,EGY,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",RG,6,6.1,8.333,NA,14.433
Artur,DAVTYAN,m,ARM,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",RG,7,5.3,8.966,NA,14.266
Konstantinos,KONSTANTINIDIS,m,GRE,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",RG,8,5.7,8.333,NA,14.033
Casimir,SCHMIDT,m,NED,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",RG,9,5.5,8.5,NA,14
Van Khanh Phong,NGUYEN,m,VIE,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",RG,10,6,7.966,NA,13.966
Donnell,WHITTENBURG,m,USA,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",RG,11,5.8,8.133,NA,13.933
Eleftherios,PETROUNIAS,m,GRE,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",RG,12,6.2,7.666,NA,13.866
Guan Yi,LIN,m,TPE,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",RG,13,5.8,8.033,NA,13.833
Illia,KOVTUN,m,UKR,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",RG,14,5.3,8.366,NA,13.666
Nicola,CUYLE,m,BEL,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",RG,15,5.5,8.066,NA,13.566
Fabian,DE LUNA,m,MEX,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",RG,16,5.2,8.266,NA,13.466
Dario,SISSAKIS,m,GER,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",RG,17,4.8,8.633,NA,13.433
Luka,BOJANC,m,SLO,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",RG,18,5.4,8,NA,13.4
Carlo,HOERR,m,GER,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",RG,19,5,8.166,NA,13.166
Zaid,KHATER,m,EGY,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",RG,20,5.2,7.966,NA,13.166
Abdulaziz,MIRVALIEV,m,UZB,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",RG,21,5,8.066,NA,13.066
Khabibullo,ERGASHEV,m,UZB,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",RG,22,4.6,8.266,NA,12.866
Ares,FEDERICI,m,ITA,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",RG,23,5.1,7.7,NA,12.8
Ricards,PLATE,m,LAT,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",RG,24,4,8.566,NA,12.566
Javier,ROJO,m,MEX,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",RG,25,4.2,8,NA,12.2
Filip,SASNAL,m,POL,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",RG,26,4.2,7.3,NA,11.5
Anze,HRIBAR,m,SLO,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",RG,27,4.2,7.233,NA,11.433
Giorgia,VILLA,w,ITA,27–30 Apr 2023,World Cup,final,"Cairo, Egypt",BB,1,5.3,8.3,NA,13.6
Joscelyn,ROBERSON,w,USA,27–30 Apr 2023,World Cup,final,"Cairo, Egypt",BB,2,5.8,7.433,NA,13.233
Erika,PINXTEN,w,BEL,27–30 Apr 2023,World Cup,final,"Cairo, Egypt",BB,3,5.4,7.633,NA,13.033
