LastName,FirstName,Gender,Country,Date,Competition,Round,Location,Apparatus,Rank,D_Score,E_Score,Penalty,Score
ABBADINI,Yumin,m,ITA,11-16 Apr 2023,10th Senior European Championships,qual,"Antalya, Turkey",PB,40,5.3,8.2,,13.5
ABBADINI,Yumin,m,ITA,11-16 Apr 2023,10th Senior European Championships,final,"Antalya, Turkey",PH,6,5.7,8.466,,14.166
ABBADINI,Yumin,m,ITA,11-16 Apr 2023,10th Senior European Championships,qual,"Antalya, Turkey",PH,6,5.7,8.566,,14.266
ABBADINI,Yumin,m,ITA,11-16 Apr 2023,10th Senior European Championships,qual,"Antalya, Turkey",SR,26,4.7,8.8,,13.5
ABBADINI,Yumin,m,ITA,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",FX,19,5.4,8.433,,13.833
ABBADINI,Yumin,m,ITA,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",HB,11,5.6,8.2,,13.8
ABBADINI,Yumin,m,ITA,18-21 Aug 2022,2022 Senior European Championships,TeamFinal,"Munich, Germany",HB,6,5.6,8.166,,13.766
ABBADINI,Yumin,m,ITA,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",PB,91,4.7,7.333,,12.033
ABBADINI,Yumin,m,ITA,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",PH,61,5,7.533,,12.533
ABBADINI,Yumin,m,ITA,18-21 Aug 2022,2022 Senior European Championships,TeamFinal,"Munich, Germany",PH,5,5.5,8.333,,13.833
ABBADINI,Yumin,m,ITA,18-21 Aug 2022,2022 Senior European Championships,TeamFinal,"Munich, Germany",SR,13,5,8.366,,13.366
ABBADINI,Yumin,m,ITA,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",FX,11,5.5,8.033,,13.533
ABBADINI,Yumin,m,ITA,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",HB,10,5.3,8.233,,13.533
ABBADINI,Yumin,m,ITA,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",PH,15,6.4,7.033,,13.433
ABDELHALEEM,Abdelrahman,m,EGY,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",PH,9,5.6,8.5,,14.1
ABDELHALEEM,Abdelrahman,m,EGY,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",PH,21,5.8,7.266,,13.066
ABDELRAHMAN,Ahmed,m,EGY,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",FX,33,5.1,7.266,0.3,12.066
ABDELRAHMAN,Ahmed,m,EGY,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",FX,38,5.2,6.333,,0.4
ABDELRAHMAN,Ahmed,m,EGY,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",PB,12,5.2,8.266,,13.466
ABDELRAHMAN,Ahmed,m,EGY,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",PH,36,4.7,7.366,,12.066
ABDELRAHMAN,Ahmed,m,EGY,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",VT_1,17,5.6,7.833,,13.433
ABDELRAHMAN,Ahmed,m,EGY,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",VT_2,17,5.2,7.9,,13.1
ABDELRAHMAN,Ahmed,m,EGY,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",VT_1,,5.2,8.166,,13.366
ABDELRAHMAN,Ahmed,m,EGY,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",VT_2,,,,,
ABDELSALAM,Jana,w,EGY,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",BB,22,4.8,6.733,,11.533
ABDELSALAM,Jana,w,EGY,27–30 Apr 2023,World Cup,final,"Cairo, Egypt",BB,8,4.8,6.566,,11.366
ABDELSALAM,Jana,w,EGY,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",BB,9,4.7,7.466,,12.166
ABDELSALAM,Jana,w,EGY,1-4 Mar 2023,World Cup,final,"Doha, Qatar",BB,4,5,8,,13
ABDELSALAM,Jana,w,EGY,1-4 Mar 2023,World Cup,qual,"Doha, Qatar",BB,6,5,7.933,,12.933
ABDELSALAM,Jana,w,EGY,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",FX,22,4.5,7.366,,11.866
ABDELSALAM,Jana,w,EGY,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",UB,29,4.5,6.266,,10.766
ABDELSALAM,Jana,w,EGY,1-4 Mar 2023,World Cup,qual,"Doha, Qatar",UB,21,3.8,5.533,,9.333
ABDULLAH,Ally Hamuda,m,MAS,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",RG,46,4.8,5.133,,9.933
ABDURAKHIMOV,Rasuljon,m,UZB,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",HB,27,4.5,8.033,,12.533
ABDURAKHIMOV,Rasuljon,m,UZB,9–12 Mar 2023,World Cup,final,"Baku, Azerbaijan",PB,7,5.9,8.366,,14.266
ABDURAKHIMOV,Rasuljon,m,UZB,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",PB,8,5.9,8.366,,14.266
ABESADZE,Saba,m,GEO,11-16 Apr 2023,10th Senior European Championships,qual,"Antalya, Turkey",PB,99,4.5,7.566,,12.066
ABESADZE,Saba,m,GEO,11-16 Apr 2023,10th Senior European Championships,qual,"Antalya, Turkey",PH,,3.2,0,,
ABESADZE,Saba,m,GEO,11-16 Apr 2023,10th Senior European Championships,qual,"Antalya, Turkey",SR,,,0,,
ABESADZE,Saba,m,GEO,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",FX,104,5.3,6.3,,11.6
ABESADZE,Saba,m,GEO,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",HB,101,3.8,7.266,,11.066
ABESADZE,Saba,m,GEO,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",PB,56,6,7.166,,13.166
ABESADZE,Saba,m,GEO,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",PH,89,3.8,7.7,,11.5
ABESADZE,Saba,m,GEO,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",SR,55,4.7,8.333,,13.033
ABESADZE,Saba,m,GEO,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",VT1,96,5.2,7.966,0.3,12.866
ABESADZE,Saba,m,GEO,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",FX,27,4.9,7.866,,12.766
ABESADZE,Saba,m,GEO,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",FX,28,5.3,7.733,,13.033
ABESADZE,Saba,m,GEO,1-4 Mar 2023,World Cup,qual,"Doha, Qatar",FX,33,5.2,6.533,,11.733
ABESADZE,Saba,m,GEO,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",PB,21,5.2,7.7,,12.9
ABESADZE,Saba,m,GEO,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",PB,23,5,7.7,,12.7
ABESADZE,Saba,m,GEO,1-4 Mar 2023,World Cup,qual,"Doha, Qatar",PB,18,5.7,7.166,,12.866
ABESADZE,Saba,m,GEO,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",PH,33,4.7,8.3,,13
ABESADZE,Saba,m,GEO,1-4 Mar 2023,World Cup,qual,"Doha, Qatar",PH,35,4.5,7.766,,12.266
ABIYURAFI,,m,INA,1-4 Mar 2023,World Cup,qual,"Doha, Qatar",HB,26,4.9,6.733,,11.633
ABIYURAFI,,m,INA,1-4 Mar 2023,World Cup,qual,"Doha, Qatar",PB,29,4.8,6.2,0.3,10.7
ABIYURAFI,,m,INA,1-4 Mar 2023,World Cup,qual,"Doha, Qatar",PH,39,4.5,7,,11.5
ABU AL SOUD,Ahmad,m,JOR,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",PH,26,5.1,7.7,,12.8
ABU AL SOUD,Ahmad,m,JOR,23-26 Feb 2023,World Cup,final,"Cottbus, Germany",PH,8,5.5,6.3,,11.8
ABU AL SOUD,Ahmad,m,JOR,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",PH,6,5.9,8.7,,14.6
ABU AL SOUD,Ahmad,m,JOR,1-4 Mar 2023,World Cup,qual,"Doha, Qatar",PH,16,5.6,8.066,,13.666
ACHAMPONG,Ondine,w,GBR,11-16 Apr 2023,10th Senior European Championships,final,"Antalya, Turkey",BB,4,5.9,7.633,,13.533
ACHAMPONG,Ondine,w,GBR,11-16 Apr 2023,10th Senior European Championships,qual,"Antalya, Turkey",BB,4,5.7,7.666,,13.366
ACHAMPONG,Ondine,w,GBR,11-16 Apr 2023,10th Senior European Championships,qual,"Antalya, Turkey",FX,8,5.3,7.866,,13.166
ACHAMPONG,Ondine,w,GBR,11-14 Aug 2022,2022 Senior European Championships,final,"Munich, Germany",BB,2,5.5,7.9,,13.4
ACHAMPONG,Ondine,w,GBR,11-14 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",BB,7,5.5,7.766,,13.266
ACHAMPONG,Ondine,w,GBR,11-14 Aug 2022,2022 Senior European Championships,TeamFinal,"Munich, Germany",BB,4,5.7,8,,13.7
ACHAMPONG,Ondine,w,GBR,11-14 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",FX,25,5.3,7.566,0.2,12.666
ACHAMPONG,Ondine,w,GBR,11-14 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",UB,43,5.8,6.433,,12.233
ACHAMPONG,Ondine,w,GBR,11-14 Aug 2022,2022 Senior European Championships,TeamFinal,"Munich, Germany",UB,24,5.6,6.833,,12.433
ACHAMPONG,Ondine,w,GBR,11-14 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",VT1,4,5,8.933,,13.933
ACHAMPONG,Ondine,w,GBR,11-14 Aug 2022,2022 Senior European Championships,TeamFinal,"Munich, Germany",VT1,7,5,8.9,,13.9
ACUNA,Francisco,m,CRC,24-28 Jun 2023,Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",FX,14,4.3,8.2,,12.5
ACUNA,Francisco,m,CRC,24-28 Jun 2023,Central American and Caribbean Games,qual,"San Salvador, El Salvador",FX,19,4.3,8,,12.3
ACUNA,Francisco,m,CRC,24-28 Jun 2023,Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",HB,10,4.2,7.95,,12.15
ACUNA,Francisco,m,CRC,24-28 Jun 2023,Central American and Caribbean Games,final,"San Salvador, El Salvador",HB,7,4.2,7.65,,11.85
ACUNA,Francisco,m,CRC,24-28 Jun 2023,Central American and Caribbean Games,qual,"San Salvador, El Salvador",HB,8,4.2,8,,12.2
ACUNA,Francisco,m,CRC,24-28 Jun 2023,Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",PB,9,4.5,8.4,,12.9
ACUNA,Francisco,m,CRC,24-28 Jun 2023,Central American and Caribbean Games,qual,"San Salvador, El Salvador",PB,10,4.5,8.5,,13
ACUNA,Francisco,m,CRC,24-28 Jun 2023,Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",PH,9,4.1,7.7,,11.8
ACUNA,Francisco,m,CRC,24-28 Jun 2023,Central American and Caribbean Games,qual,"San Salvador, El Salvador",PH,14,4.1,7.6,,11.7
ACUNA,Francisco,m,CRC,24-28 Jun 2023,Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",SR,10,4,7.8,,11.8
ACUNA,Francisco,m,CRC,24-28 Jun 2023,Central American and Caribbean Games,qual,"San Salvador, El Salvador",SR,20,4,7.7,,11.7
ACUNA,Francisco,m,CRC,24-28 Jun 2023,Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",VT1,14,4,9,,13
ACUNA,Francisco,m,CRC,24-28 Jun 2023,Central American and Caribbean Games,qual,"San Salvador, El Salvador",VT1,22,4,8.9,,12.9
ADALSTEINSDOTTIR,Thelma,w,ISL,11-14 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",BB,35,4.7,7.533,,12.233
ADALSTEINSDOTTIR,Thelma,w,ISL,11-14 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",FX,91,3.6,7.533,,11.133
ADALSTEINSDOTTIR,Thelma,w,ISL,11-14 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",UB,57,4.1,7.633,,11.733
ADALSTEINSDOTTIR,Thelma,w,ISL,11-14 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",VT1,69,3.8,8.533,,12.333
ADALSTEINSDOTTIR,Thelma,w,ISL,11-16 Apr 2023,10th Senior European Championships,qual,"Antalya, Turkey",BB,57,4.8,6.466,0.1,11.166
ADALSTEINSDOTTIR,Thelma,w,ISL,11-16 Apr 2023,10th Senior European Championships,qual,"Antalya, Turkey",FX,78,4.5,7.066,,11.566
ADALSTEINSDOTTIR,Thelma,w,ISL,11-16 Apr 2023,10th Senior European Championships,qual,"Antalya, Turkey",UB,54,4.3,7.933,,12.233
AFIFY,Mohamed,m,EGY,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",HB,35,4.2,7.266,,11.466
AFIFY,Mohamed,m,EGY,9–12 Mar 2023,World Cup,final,"Baku, Azerbaijan",PB,4,6,8.533,,14.533
AFIFY,Mohamed,m,EGY,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",PB,7,6,8.433,,14.433
AFIFY,Mohamed,m,EGY,27–30 Apr 2023,World Cup,final,"Cairo, Egypt",PB,2,6,8.066,,14.066
AFIFY,Mohamed,m,EGY,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",PB,3,6,8.033,,14.033
AFIFY,Mohamed,m,EGY,1-4 Mar 2023,World Cup,qual,"Doha, Qatar",PB,15,5.8,7.333,,13.133
AFIFY,Mohamed,m,EGY,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",PH,24,5.3,7.4,,12.7
AFIFY,Mohamed,m,EGY,1-4 Mar 2023,World Cup,qual,"Doha, Qatar",PH,34,5.3,7,,12.3
AFIFY,Mohamed,m,EGY,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",RG,26,4.9,7.9,,12.8
AHMAD KOHANI,Mahdi,m,IRI,9–12 Mar 2023,World Cup,final,"Baku, Azerbaijan",RG,2,6,8.5,,14.5
AHMAD KOHANI,Mahdi,m,IRI,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",RG,2,6,8.5,,14.5
AHMAD KOHANI,Mahdi,m,IRI,23-26 Feb 2023,World Cup,final,"Cottbus, Germany",RG,2,6,8.766,,14.766
AHMAD KOHANI,Mahdi,m,IRI,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",RG,2,6,8.666,,14.666
AHMAD KOHANI,Mahdi,m,IRI,1-4 Mar 2023,World Cup,final,"Doha, Qatar",RG,6,6,8.6,,14.6
AHMAD KOHANI,Mahdi,m,IRI,1-4 Mar 2023,World Cup,qual,"Doha, Qatar",RG,5,6,8.666,,14.666
AIMY,Muhammad Sharul,m,MAS,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",PH,38,4.7,8.133,,12.833
AIMY,Muhammad Sharul,m,MAS,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",VT1,18,5.2,8.9,,14.1
AIMY,Muhammad Sharul,m,MAS,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",VT2,18,5.2,8.2,,13.4
ALDAOUD,Ruba,w,JOR,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",VT_1,23,3.2,8.6,,11.8
ALDAOUD,Ruba,w,JOR,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",VT_2,23,1.6,8.566,,10.166
ALEKSANDROV,Yordan,m,BUL,11-16 Apr 2023,10th Senior European Championships,qual,"Antalya, Turkey",FX,61,4.9,8.166,,13.066
ALEKSANDROV,Yordan,m,BUL,11-16 Apr 2023,10th Senior European Championships,qual,"Antalya, Turkey",HB,46,5.1,7.766,,12.866
ALEKSANDROV,Yordan,m,BUL,11-16 Apr 2023,10th Senior European Championships,qual,"Antalya, Turkey",PB,24,5.7,8.133,,13.833
ALEKSANDROV,Yordan,m,BUL,11-16 Apr 2023,10th Senior European Championships,qual,"Antalya, Turkey",PH,126,4.5,5.966,,10.466
ALEKSANDROV,Yordan,m,BUL,11-16 Apr 2023,10th Senior European Championships,qual,"Antalya, Turkey",SR,91,4.6,8.033,,12.633
ALEKSANDROV,Yordan,m,BUL,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",FX,102,5.1,6.733,0.2,11.633
ALEKSANDROV,Yordan,m,BUL,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",HB,17,5.2,8.433,,13.633
ALEKSANDROV,Yordan,m,BUL,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",PB,87,5.5,6.7,,12.2
ALEKSANDROV,Yordan,m,BUL,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",PH,79,4.6,7.3,,11.9
ALEKSANDROV,Yordan,m,BUL,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",SR,44,4.8,8.366,,13.166
ALEKSANDROV,Yordan,m,BUL,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",VT1,59,4.8,9.033,,13.833
ALIOUAT,Ahmed Riadh,m,ALG,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",HB,18,4.6,8.233,,12.833
ALIOUAT,Ahmed Riadh,m,ALG,27–30 Apr 2023,World Cup,qual,"Cairo, Egypt",PB,11,4.9,8.433,,13.333
ALMEIDA,Filipe,m,POR,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",FX,51,5.1,8.333,0.3,13.133
ALMEIDA,Filipe,m,POR,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",HB,57,3.9,8.766,,12.666
ALMEIDA,Filipe,m,POR,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",PB,106,3.3,6.933,,10.233
ALMEIDA,Filipe,m,POR,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",PH,100,3.5,7.366,,10.866
ALMEIDA,Filipe,m,POR,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",SR,109,3.2,6.333,0.3,9.233
ALMEIDA,Filipe,m,POR,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",VT1,87,5.2,7.966,0.1,13.066
AMBLIE,Joar,m,NOR,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",PB,82,3.7,8.8,,12.5
AMBLIE,Joar,m,NOR,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",SR,66,4.3,8.566,,12.866
AMRILLAEVA,Lobar,w,UZB,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",BB,17,4.9,7.2,,12.1
AMRILLAEVA,Lobar,w,UZB,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",FX,21,4.9,7.166,0.1,11.966
AMRILLAEVA,Lobar,w,UZB,9–12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",UB,28,3.6,6.3,,9.9
ANANJEVA,Anastasija,w,LAT,11-16 Apr 2023,10th Senior European Championships,qual,"Antalya, Turkey",BB,72,4.6,6.1,,10.7
ANANJEVA,Anastasija,w,LAT,11-16 Apr 2023,10th Senior European Championships,qual,"Antalya, Turkey",FX,64,4.3,7.5,,11.8
ANANJEVA,Anastasija,w,LAT,11-16 Apr 2023,10th Senior European Championships,qual,"Antalya, Turkey",UB,103,3.4,6.7,,10.1
ANANJEVA,Anastasija,w,LAT,11-14 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",BB,117,4.7,3.533,,8.233
ANANJEVA,Anastasija,w,LAT,11-14 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",FX,101,4.4,6.4,,10.8
ANANJEVA,Anastasija,w,LAT,11-14 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",UB,111,2.7,5.933,,8.633
ANANJEVA,Anastasija,w,LAT,11-14 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",VT1,87,3.8,8.266,,12.066
ANANJEVA,Anastasija,w,LAT,11-14 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",VT2,24,3.4,8.5,,11.9
ANANJEVA,Anastasija,w,LAT,11-16 Apr 2023,10th Senior European Championships,qual,"Antalya, Turkey",VT1,15,3.8,8.633,0.3,12.133
ANANJEVA,Anastasija,w,LAT,11-16 Apr 2023,10th Senior European Championships,qual,"Antalya, Turkey",VT2,15,3.4,8.433,,11.833
ANDREOLI,Angela,w,ITA,11-16 Apr 2023,10th Senior European Championships,qual,"Antalya, Turkey",FX,11,5.5,7.5,,13
ANDREOLI,Angela,w,ITA,11-16 Apr 2023,10th Senior European Championships,qual,"Antalya, Turkey",VT1,10,4.6,8.733,0.3,13.033
ANDREOLI,Angela,w,ITA,11-16 Apr 2023,10th Senior European Championships,qual,"Antalya, Turkey",VT2,10,3.8,8.466,,12.266
ANDREOLI,Angela,w,ITA,11-14 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",BB,21,6.1,6.566,,12.666
ANDREOLI,Angela,w,ITA,11-14 Aug 2022,2022 Senior European Championships,final,"Munich, Germany",FX,3,5.8,8.066,,13.866
ANDREOLI,Angela,w,ITA,11-14 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",FX,3,5.6,8.033,,13.633
ANDREOLI,Angela,w,ITA,11-14 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",VT1,26,4.6,8.533,,13.133
ANDREOLI,Angela,w,ITA,11-14 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",VT2,13,4,8.633,,12.633
ANGONAS,Georgios,m,CYP,11-16 Apr 2023,10th Senior European Championships,qual,"Antalya, Turkey",FX,95,4.4,8.066,,12.466
ANGONAS,Georgios,m,CYP,11-16 Apr 2023,10th Senior European Championships,qual,"Antalya, Turkey",HB,70,4.8,7.633,,12.433
ANGONAS,Georgios,m,CYP,11-16 Apr 2023,10th Senior European Championships,qual,"Antalya, Turkey",PB,64,4.8,8.166,,12.966
ANGONAS,Georgios,m,CYP,11-16 Apr 2023,10th Senior European Championships,qual,"Antalya, Turkey",PH,120,3.4,7.266,,10.666
ANGONAS,Georgios,m,CYP,11-16 Apr 2023,10th Senior European Championships,qual,"Antalya, Turkey",SR,88,4.2,8.466,,12.666
ANGONAS,Georgios,m,CYP,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",FX,77,4.8,7.866,,12.666
ANGONAS,Georgios,m,CYP,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",HB,39,4.8,8.433,,13.233
ANGONAS,Georgios,m,CYP,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",PB,36,5.1,8.566,,13.666
ANGONAS,Georgios,m,CYP,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",PH,73,3.9,8.1,,12
ANGONAS,Georgios,m,CYP,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",SR,95,4,8.166,,12.166
ANGONAS,Georgios,m,CYP,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",VT1,81,4.8,8.7,0.3,13.2
ANTILA,Misella,w,FIN,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",BB,25,4.3,7.366,,11.666
ANTILA,Misella,w,FIN,23-26 Feb 2023,World Cup,qual,"Cottbus, Germany",FX,27,4.3,6.3,0.1,10.5
ANTON,Yefferson,m,VEN,24-28 Jun 2023,Central American and Caribbean Games,qual,"San Salvador, El Salvador",FX,11,5.1,7.7,,12.8
ANTON,Yefferson,m,VEN,24-28 Jun 2023,Central American and Caribbean Games,qual,"San Salvador, El Salvador",HB,26,4.2,6.6,,10.8
ANTON,Yefferson,m,VEN,24-28 Jun 2023,Central American and Caribbean Games,qual,"San Salvador, El Salvador",PB,22,4.4,7.8,,12.2
ANTON,Yefferson,m,VEN,24-28 Jun 2023,Central American and Caribbean Games,qual,"San Salvador, El Salvador",PH,22,3.8,6.85,,10.65
ANTON,Yefferson,m,VEN,24-28 Jun 2023,Central American and Caribbean Games,qual,"San Salvador, El Salvador",SR,25,4.1,7,,11.1
ANTON,Yefferson,m,VEN,24-28 Jun 2023,Central American and Caribbean Games,qual,"San Salvador, El Salvador",VT1,31,4,7.9,,11.9
AQUINO III,Miguel,m,PUR,24-28 Jun 2023,Central American and Caribbean Games,qual,"San Salvador, El Salvador",FX,14,4.7,8,,12.7
AQUINO III,Miguel,m,PUR,24-28 Jun 2023,Central American and Caribbean Games,qual,"San Salvador, El Salvador",HB,14,3.9,8,,11.9
AQUINO III,Miguel,m,PUR,24-28 Jun 2023,Central American and Caribbean Games,qual,"San Salvador, El Salvador",PB,24,3.8,8.2,,12
AQUINO III,Miguel,m,PUR,24-28 Jun 2023,Central American and Caribbean Games,qual,"San Salvador, El Salvador",PH,,,0,,
AQUINO III,Miguel,m,PUR,24-28 Jun 2023,Central American and Caribbean Games,qual,"San Salvador, El Salvador",SR,27,3.8,7.05,,10.85
