FirstName,LastName,Gender,Country,Date,Competition,Round,Location,Apparatus,Rank,D_Score,E_Score,Penalty,Score
Luke,WHITEHOUSE,m,GBR,11-16 Apr 2023,10th EUROPEAN ARTISTIC GYMNASTICS CHAMPIONSHIPS,FX,"Antalya, Turkey",qual,7,6.5,7.7,0.1,14.1
Illia,KOVTUN,m,UKR,11-16 Apr 2023,10th EUROPEAN ARTISTIC GYMNASTICS CHAMPIONSHIPS,FX,"Antalya, Turkey",qual,8,6.1,7.966,NA,14.066
Moreno,KRATTER,m,SUI,11-16 Apr 2023,10th EUROPEAN ARTISTIC GYMNASTICS CHAMPIONSHIPS,FX,"Antalya, Turkey",qual,9,5.8,8.233,NA,14.033
Neofytos,KYRIAKOU,m,CYP,11-16 Apr 2023,10th EUROPEAN ARTISTIC GYMNASTICS CHAMPIONSHIPS,FX,"Antalya, Turkey",qual,10,5.3,8.7,NA,14
Yumin,ABBADINI,m,ITA,11-16 Apr 2023,10th EUROPEAN ARTISTIC GYMNASTICS CHAMPIONSHIPS,FX,"Antalya, Turkey",qual,11,5.5,8.466,NA,13.966
Pau,JIMENEZ,m,ESP,11-16 Apr 2023,10th EUROPEAN ARTISTIC GYMNASTICS CHAMPIONSHIPS,FX,"Antalya, Turkey",qual,12,5.6,8.233,NA,13.833
Jake,JARMAN,m,GBR,11-16 Apr 2023,10th EUROPEAN ARTISTIC GYMNASTICS CHAMPIONSHIPS,FX,"Antalya, Turkey",qual,13,6.5,7.433,0.1,13.833
Mathias,PHILIPPE,m,FRA,11-16 Apr 2023,10th EUROPEAN ARTISTIC GYMNASTICS CHAMPIONSHIPS,FX,"Antalya, Turkey",qual,14,5.4,8.466,0.1,13.766
Botond,MOLNAR,m,HUN,11-16 Apr 2023,10th EUROPEAN ARTISTIC GYMNASTICS CHAMPIONSHIPS,FX,"Antalya, Turkey",qual,15,5.6,8.166,NA,13.766
Adem,ASIL,m,TUR,11-16 Apr 2023,10th EUROPEAN ARTISTIC GYMNASTICS CHAMPIONSHIPS,FX,"Antalya, Turkey",qual,16,5.8,8.066,0.1,13.766
Peder,SKOGVANG,m,NOR,11-16 Apr 2023,10th EUROPEAN ARTISTIC GYMNASTICS CHAMPIONSHIPS,FX,"Antalya, Turkey",qual,17,5.7,8.066,NA,13.766
Joshua,NATHAN,m,GBR,11-16 Apr 2023,10th EUROPEAN ARTISTIC GYMNASTICS CHAMPIONSHIPS,FX,"Antalya, Turkey",qual,18,5.8,7.966,NA,13.766
Krisztofer,MESZAROS,m,HUN,11-16 Apr 2023,10th EUROPEAN ARTISTIC GYMNASTICS CHAMPIONSHIPS,FX,"Antalya, Turkey",qual,19,6.1,7.933,0.3,13.733
Florian,LANGENEGGER,m,SUI,11-16 Apr 2023,10th EUROPEAN ARTISTIC GYMNASTICS CHAMPIONSHIPS,FX,"Antalya, Turkey",qual,20,5.6,8.2,0.1,13.7
Daniel,CARRION CARO,m,ESP,11-16 Apr 2023,10th EUROPEAN ARTISTIC GYMNASTICS CHAMPIONSHIPS,FX,"Antalya, Turkey",qual,21,5.2,8.466,NA,13.666
Lorenzo Minh,CASALI,m,ITA,11-16 Apr 2023,10th EUROPEAN ARTISTIC GYMNASTICS CHAMPIONSHIPS,FX,"Antalya, Turkey",qual,22,5.5,8.433,0.3,13.633
Luka,VAN DEN KEYBUS,m,BEL,11-16 Apr 2023,10th EUROPEAN ARTISTIC GYMNASTICS CHAMPIONSHIPS,FX,"Antalya, Turkey",qual,23,5.5,8.133,NA,13.633
Michalis,CHARI,m,CYP,11-16 Apr 2023,10th EUROPEAN ARTISTIC GYMNASTICS CHAMPIONSHIPS,FX,"Antalya, Turkey",qual,24,5.7,7.933,NA,13.633
Gagik,KHACHIKYAN,m,ARM,11-16 Apr 2023,10th EUROPEAN ARTISTIC GYMNASTICS CHAMPIONSHIPS,FX,"Antalya, Turkey",qual,25,5.1,8.5,NA,13.6
Ahmet,ONDER,m,TUR,11-16 Apr 2023,10th EUROPEAN ARTISTIC GYMNASTICS CHAMPIONSHIPS,FX,"Antalya, Turkey",qual,26,5.4,8.3,0.1,13.6
Pascal,BRENDEL,m,GER,11-16 Apr 2023,10th EUROPEAN ARTISTIC GYMNASTICS CHAMPIONSHIPS,FX,"Antalya, Turkey",qual,27,5.5,8.1,NA,13.6
Elias,KOSKI,m,FIN,11-16 Apr 2023,10th EUROPEAN ARTISTIC GYMNASTICS CHAMPIONSHIPS,FX,"Antalya, Turkey",qual,28,5.4,8.266,0.1,13.566
Thierno,DIALLO,m,ESP,11-16 Apr 2023,10th EUROPEAN ARTISTIC GYMNASTICS CHAMPIONSHIPS,FX,"Antalya, Turkey",qual,29,5.6,7.966,NA,13.566
Kevin,PENEV,m,BUL,11-16 Apr 2023,10th EUROPEAN ARTISTIC GYMNASTICS CHAMPIONSHIPS,FX,"Antalya, Turkey",qual,29,5.6,7.966,NA,13.566
Andrei Vasile,MUNTEAN,m,ROU,11-16 Apr 2023,10th EUROPEAN ARTISTIC GYMNASTICS CHAMPIONSHIPS,FX,"Antalya, Turkey",qual,31,5.3,8.233,NA,13.533
Robert,KIRMES,m,FIN,11-16 Apr 2023,10th EUROPEAN ARTISTIC GYMNASTICS CHAMPIONSHIPS,FX,"Antalya, Turkey",qual,32,5.6,8.133,0.2,13.533
Takumi,ONOSHIMA,m,BEL,11-16 Apr 2023,10th EUROPEAN ARTISTIC GYMNASTICS CHAMPIONSHIPS,FX,"Antalya, Turkey",qual,33,5.7,8.1,0.3,13.5
Adam,TOBIN,m,GBR,11-16 Apr 2023,10th EUROPEAN ARTISTIC GYMNASTICS CHAMPIONSHIPS,FX,"Antalya, Turkey",qual,34,5.6,7.9,NA,13.5
Eamon,MONTGOMERY,m,IRL,11-16 Apr 2023,10th EUROPEAN ARTISTIC GYMNASTICS CHAMPIONSHIPS,FX,"Antalya, Turkey",qual,35,5.9,7.6,NA,13.5
Jonas Ingi,THORISSON,m,ISL,11-16 Apr 2023,10th EUROPEAN ARTISTIC GYMNASTICS CHAMPIONSHIPS,FX,"Antalya, Turkey",qual,36,4.9,8.566,NA,13.466
Ricardo,RUDY,m,AUT,11-16 Apr 2023,10th EUROPEAN ARTISTIC GYMNASTICS CHAMPIONSHIPS,FX,"Antalya, Turkey",qual,37,5,8.466,NA,13.466
Mehmet Ayberk,KOSAK,m,TUR,11-16 Apr 2023,10th EUROPEAN ARTISTIC GYMNASTICS CHAMPIONSHIPS,FX,"Antalya, Turkey",qual,38,5.5,8.066,0.1,13.466
Jim,ZONA,m,FRA,11-16 Apr 2023,10th EUROPEAN ARTISTIC GYMNASTICS CHAMPIONSHIPS,FX,"Antalya, Turkey",qual,39,5.3,8.233,0.1,13.433
Lucas,KOCHAN,m,GER,11-16 Apr 2023,10th EUROPEAN ARTISTIC GYMNASTICS CHAMPIONSHIPS,FX,"Antalya, Turkey",qual,40,5.6,7.833,NA,13.433
Aurel,BENOVIC,m,CRO,11-16 Apr 2023,10th EUROPEAN ARTISTIC GYMNASTICS CHAMPIONSHIPS,FX,"Antalya, Turkey",qual,41,6.2,7.333,0.1,13.433
Artur,DAVTYAN,m,ARM,11-16 Apr 2023,10th EUROPEAN ARTISTIC GYMNASTICS CHAMPIONSHIPS,FX,"Antalya, Turkey",qual,42,4.3,9.1,NA,13.4
Daniel,BAGO,m,CZE,11-16 Apr 2023,10th EUROPEAN ARTISTIC GYMNASTICS CHAMPIONSHIPS,FX,"Antalya, Turkey",qual,43,4.9,8.5,NA,13.4
Casimir,SCHMIDT,m,NED,11-16 Apr 2023,10th EUROPEAN ARTISTIC GYMNASTICS CHAMPIONSHIPS,FX,"Antalya, Turkey",qual,44,5.6,7.9,0.1,13.4
Gytis,CHASAZYROVAS,m,LTU,11-16 Apr 2023,10th EUROPEAN ARTISTIC GYMNASTICS CHAMPIONSHIPS,FX,"Antalya, Turkey",qual,45,5.9,7.6,0.1,13.4
Mario,MACCHIATI,m,ITA,11-16 Apr 2023,10th EUROPEAN ARTISTIC GYMNASTICS CHAMPIONSHIPS,FX,"Antalya, Turkey",qual,46,5.5,8.166,0.3,13.366
Leo,SALADINO,m,FRA,11-16 Apr 2023,10th EUROPEAN ARTISTIC GYMNASTICS CHAMPIONSHIPS,FX,"Antalya, Turkey",qual,47,5.3,8.166,0.1,13.366
Gabriel,BURTANETE,m,ROU,11-16 Apr 2023,10th EUROPEAN ARTISTIC GYMNASTICS CHAMPIONSHIPS,FX,"Antalya, Turkey",qual,48,5.6,7.766,NA,13.366
Tarmo,KANERVA,m,FIN,11-16 Apr 2023,10th EUROPEAN ARTISTIC GYMNASTICS CHAMPIONSHIPS,FX,"Antalya, Turkey",qual,49,5.1,8.2,NA,13.3
Filip,SASNAL,m,POL,11-16 Apr 2023,10th EUROPEAN ARTISTIC GYMNASTICS CHAMPIONSHIPS,FX,"Antalya, Turkey",qual,50,5.6,7.9,0.2,13.3
Oskar,KIRMES,m,FIN,11-16 Apr 2023,10th EUROPEAN ARTISTIC GYMNASTICS CHAMPIONSHIPS,FX,"Antalya, Turkey",qual,51,5.5,7.9,0.1,13.3
Marco,LODADIO,m,ITA,11-16 Apr 2023,10th EUROPEAN ARTISTIC GYMNASTICS CHAMPIONSHIPS,FX,"Antalya, Turkey",qual,52,5.4,7.9,NA,13.3
Eddie,PENEV,m,BUL,11-16 Apr 2023,10th EUROPEAN ARTISTIC GYMNASTICS CHAMPIONSHIPS,FX,"Antalya, Turkey",qual,53,5.6,7.633,NA,13.233
Sofus,HEGGEMSNES,m,NOR,11-16 Apr 2023,10th EUROPEAN ARTISTIC GYMNASTICS CHAMPIONSHIPS,FX,"Antalya, Turkey",qual,54,5.1,8.066,NA,13.166
Taha,SERHANI,m,SUI,11-16 Apr 2023,10th EUROPEAN ARTISTIC GYMNASTICS CHAMPIONSHIPS,FX,"Antalya, Turkey",qual,55,5.2,7.966,NA,13.166
Sebastian,GAWRONSKI,m,POL,11-16 Apr 2023,10th EUROPEAN ARTISTIC GYMNASTICS CHAMPIONSHIPS,FX,"Antalya, Turkey",qual,56,5.7,7.666,0.2,13.166
Martin,GUDMUNDSSON,m,ISL,11-16 Apr 2023,10th EUROPEAN ARTISTIC GYMNASTICS CHAMPIONSHIPS,FX,"Antalya, Turkey",qual,57,4.6,8.633,0.1,13.133
Ilias,GEORGIOU,m,CYP,11-16 Apr 2023,10th EUROPEAN ARTISTIC GYMNASTICS CHAMPIONSHIPS,FX,"Antalya, Turkey",qual,58,5,8.233,0.1,13.133
Tomas,KUZMICKAS,m,LTU,11-16 Apr 2023,10th EUROPEAN ARTISTIC GYMNASTICS CHAMPIONSHIPS,FX,"Antalya, Turkey",qual,59,5,8.1,NA,13.1
Kerem,SENER,m,TUR,11-16 Apr 2023,10th EUROPEAN ARTISTIC GYMNASTICS CHAMPIONSHIPS,FX,"Antalya, Turkey",qual,60,4.8,8.266,NA,13.066
Yordan,ALEKSANDROV,m,BUL,11-16 Apr 2023,10th EUROPEAN ARTISTIC GYMNASTICS CHAMPIONSHIPS,FX,"Antalya, Turkey",qual,61,4.9,8.166,NA,13.066
Ivan,TIKHONOV,m,AZE,11-16 Apr 2023,10th EUROPEAN ARTISTIC GYMNASTICS CHAMPIONSHIPS,FX,"Antalya, Turkey",qual,62,5.4,7.666,NA,13.066
Luca,GIUBELLINI,m,SUI,11-16 Apr 2023,10th EUROPEAN ARTISTIC GYMNASTICS CHAMPIONSHIPS,FX,"Antalya, Turkey",qual,63,5.8,7.566,0.3,13.066
Jacob,KARLSEN,m,NOR,11-16 Apr 2023,10th EUROPEAN ARTISTIC GYMNASTICS CHAMPIONSHIPS,FX,"Antalya, Turkey",qual,64,4.5,8.533,NA,13.033
Maxime,GENTGES,m,BEL,11-16 Apr 2023,10th EUROPEAN ARTISTIC GYMNASTICS CHAMPIONSHIPS,FX,"Antalya, Turkey",qual,65,5,8,NA,13
Adam,STEELE,m,IRL,11-16 Apr 2023,10th EUROPEAN ARTISTIC GYMNASTICS CHAMPIONSHIPS,FX,"Antalya, Turkey",qual,66,5.5,7.9,0.4,13
Nils,DUNKEL,m,GER,11-16 Apr 2023,10th EUROPEAN ARTISTIC GYMNASTICS CHAMPIONSHIPS,FX,"Antalya, Turkey",qual,67,5.3,7.7,NA,13
Valgard,REINHARDSSON,m,ISL,11-16 Apr 2023,10th EUROPEAN ARTISTIC GYMNASTICS CHAMPIONSHIPS,FX,"Antalya, Turkey",qual,68,4.9,8.166,0.1,12.966
Robert,TVOROGAL,m,LTU,11-16 Apr 2023,10th EUROPEAN ARTISTIC GYMNASTICS CHAMPIONSHIPS,FX,"Antalya, Turkey",qual,69,4.9,8.066,NA,12.966
Ricards,PLATE,m,LAT,11-16 Apr 2023,10th EUROPEAN ARTISTIC GYMNASTICS CHAMPIONSHIPS,FX,"Antalya, Turkey",qual,70,4.4,8.533,NA,12.933
Nore,STENE,m,NOR,11-16 Apr 2023,10th EUROPEAN ARTISTIC GYMNASTICS CHAMPIONSHIPS,FX,"Antalya, Turkey",qual,71,5.6,7.333,NA,12.933
Ondrej,KALNY,m,CZE,11-16 Apr 2023,10th EUROPEAN ARTISTIC GYMNASTICS CHAMPIONSHIPS,FX,"Antalya, Turkey",qual,72,5.4,7.6,0.1,12.9
Luis,IL SUNG MELANDER,m,SWE,11-16 Apr 2023,10th EUROPEAN ARTISTIC GYMNASTICS CHAMPIONSHIPS,FX,"Antalya, Turkey",qual,73,4.6,8.266,NA,12.866
Joakim,LENBERG,m,SWE,11-16 Apr 2023,10th EUROPEAN ARTISTIC GYMNASTICS CHAMPIONSHIPS,FX,"Antalya, Turkey",qual,74,4.7,8.166,NA,12.866
Yazz,RAMSAHAI,m,NED,11-16 Apr 2023,10th EUROPEAN ARTISTIC GYMNASTICS CHAMPIONSHIPS,FX,"Antalya, Turkey",qual,75,4.8,8.066,NA,12.866
Luuk,HUERNINK,m,NED,11-16 Apr 2023,10th EUROPEAN ARTISTIC GYMNASTICS CHAMPIONSHIPS,FX,"Antalya, Turkey",qual,76,5.3,7.566,NA,12.866
Jose,NOGUEIRA,m,POR,11-16 Apr 2023,10th EUROPEAN ARTISTIC GYMNASTICS CHAMPIONSHIPS,FX,"Antalya, Turkey",qual,76,5.3,7.566,NA,12.866
Marcelo,MARQUES,m,POR,11-16 Apr 2023,10th EUROPEAN ARTISTIC GYMNASTICS CHAMPIONSHIPS,FX,"Antalya, Turkey",qual,78,5.4,7.466,NA,12.866
Rayderley,ZAPATA,m,ESP,11-16 Apr 2023,10th EUROPEAN ARTISTIC GYMNASTICS CHAMPIONSHIPS,FX,"Antalya, Turkey",qual,79,5.6,7.233,NA,12.833
Pantely,KOLODII,m,UKR,11-16 Apr 2023,10th EUROPEAN ARTISTIC GYMNASTICS CHAMPIONSHIPS,FX,"Antalya, Turkey",qual,80,4.9,8.266,0.4,12.766
Askhab,MATIEV,m,AUT,11-16 Apr 2023,10th EUROPEAN ARTISTIC GYMNASTICS CHAMPIONSHIPS,FX,"Antalya, Turkey",qual,81,5.2,7.533,NA,12.733
Karl,IDESJOE,m,SWE,11-16 Apr 2023,10th EUROPEAN ARTISTIC GYMNASTICS CHAMPIONSHIPS,FX,"Antalya, Turkey",qual,82,5.1,7.7,0.1,12.7
Filip,LIDBECK,m,SWE,11-16 Apr 2023,10th EUROPEAN ARTISTIC GYMNASTICS CHAMPIONSHIPS,FX,"Antalya, Turkey",qual,83,5.7,7.3,0.3,12.7
Dominick,CUNNINGHAM,m,IRL,11-16 Apr 2023,10th EUROPEAN ARTISTIC GYMNASTICS CHAMPIONSHIPS,FX,"Antalya, Turkey",qual,84,5.6,7.2,0.1,12.7
Martin,POSPISIL,m,CZE,11-16 Apr 2023,10th EUROPEAN ARTISTIC GYMNASTICS CHAMPIONSHIPS,FX,"Antalya, Turkey",qual,85,4.3,8.366,NA,12.666
Niall,HOOTON,m,IRL,11-16 Apr 2023,10th EUROPEAN ARTISTIC GYMNASTICS CHAMPIONSHIPS,FX,"Antalya, Turkey",qual,86,4.7,7.966,NA,12.666
Bozhidar,ZLATANOV,m,BUL,11-16 Apr 2023,10th EUROPEAN ARTISTIC GYMNASTICS CHAMPIONSHIPS,FX,"Antalya, Turkey",qual,87,5,7.633,NA,12.633
Guilherme,CAMPOS,m,POR,11-16 Apr 2023,10th EUROPEAN ARTISTIC GYMNASTICS CHAMPIONSHIPS,FX,"Antalya, Turkey",qual,88,5.4,7.5,0.3,12.6
Krisztian,BALAZS,m,HUN,11-16 Apr 2023,10th EUROPEAN ARTISTIC GYMNASTICS CHAMPIONSHIPS,FX,"Antalya, Turkey",qual,89,5.2,7.466,0.1,12.566
Severin,KRANZLMUELLER,m,AUT,11-16 Apr 2023,10th EUROPEAN ARTISTIC GYMNASTICS CHAMPIONSHIPS,FX,"Antalya, Turkey",qual,90,5.1,7.466,NA,12.566
Marcus,STENBERG,m,SWE,11-16 Apr 2023,10th EUROPEAN ARTISTIC GYMNASTICS CHAMPIONSHIPS,FX,"Antalya, Turkey",qual,91,4.1,8.433,NA,12.533
Uri,ZEIDEL,m,ISR,11-16 Apr 2023,10th EUROPEAN ARTISTIC GYMNASTICS CHAMPIONSHIPS,FX,"Antalya, Turkey",qual,92,5,7.733,0.2,12.533
Anze,HRIBAR,m,SLO,11-16 Apr 2023,10th EUROPEAN ARTISTIC GYMNASTICS CHAMPIONSHIPS,FX,"Antalya, Turkey",qual,93,5.7,6.833,NA,12.533
Nestor,ABAD,m,ESP,11-16 Apr 2023,10th EUROPEAN ARTISTIC GYMNASTICS CHAMPIONSHIPS,FX,"Antalya, Turkey",qual,94,4.6,8,0.1,12.5
Georgios,ANGONAS,m,CYP,11-16 Apr 2023,10th EUROPEAN ARTISTIC GYMNASTICS CHAMPIONSHIPS,FX,"Antalya, Turkey",qual,95,4.4,8.066,NA,12.466
Victor,MARTINEZ,m,BEL,11-16 Apr 2023,10th EUROPEAN ARTISTIC GYMNASTICS CHAMPIONSHIPS,FX,"Antalya, Turkey",qual,96,5.4,7.066,NA,12.466
Radomyr,STELMAKH,m,UKR,11-16 Apr 2023,10th EUROPEAN ARTISTIC GYMNASTICS CHAMPIONSHIPS,FX,"Antalya, Turkey",qual,97,5.5,6.966,NA,12.466
Marko,JOVICIC,m,CRO,11-16 Apr 2023,10th EUROPEAN ARTISTIC GYMNASTICS CHAMPIONSHIPS,FX,"Antalya, Turkey",qual,98,5.1,7.633,0.3,12.433
Harald,WIBYE,m,NOR,11-16 Apr 2023,10th EUROPEAN ARTISTIC GYMNASTICS CHAMPIONSHIPS,FX,"Antalya, Turkey",qual,99,5.3,7.166,0.1,12.366
Oliver,KASALA,m,SVK,11-16 Apr 2023,10th EUROPEAN ARTISTIC GYMNASTICS CHAMPIONSHIPS,FX,"Antalya, Turkey",qual,100,4.5,7.8,NA,12.3
Robert,BURTANETE,m,ROU,11-16 Apr 2023,10th EUROPEAN ARTISTIC GYMNASTICS CHAMPIONSHIPS,FX,"Antalya, Turkey",qual,101,5.4,7,0.1,12.3
Stefanos,TSOLAKIDIS,m,GRE,11-16 Apr 2023,10th EUROPEAN ARTISTIC GYMNASTICS CHAMPIONSHIPS,FX,"Antalya, Turkey",qual,102,4.6,7.666,NA,12.266
Nikolaos,ILIOPOULOS,m,GRE,11-16 Apr 2023,10th EUROPEAN ARTISTIC GYMNASTICS CHAMPIONSHIPS,FX,"Antalya, Turkey",qual,103,4.7,7.566,NA,12.266
Nick,KLESSING,m,GER,11-16 Apr 2023,10th EUROPEAN ARTISTIC GYMNASTICS CHAMPIONSHIPS,FX,"Antalya, Turkey",qual,104,5.5,6.866,0.1,12.266
Ilia,LIUBIMOV,m,ISR,11-16 Apr 2023,10th EUROPEAN ARTISTIC GYMNASTICS CHAMPIONSHIPS,FX,"Antalya, Turkey",qual,105,5,7.233,NA,12.233
Kacper,GARNCZAREK,m,POL,11-16 Apr 2023,10th EUROPEAN ARTISTIC GYMNASTICS CHAMPIONSHIPS,FX,"Antalya, Turkey",qual,106,4.9,7.4,0.1,12.2
Kevin,CROVETTO,m,MON,11-16 Apr 2023,10th EUROPEAN ARTISTIC GYMNASTICS CHAMPIONSHIPS,FX,"Antalya, Turkey",qual,107,4.4,7.666,NA,12.066
Nicholas,TARCA,m,ROU,11-16 Apr 2023,10th EUROPEAN ARTISTIC GYMNASTICS CHAMPIONSHIPS,FX,"Antalya, Turkey",qual,108,5.2,6.933,0.1,12.033
Kevin George,BUCKLEY,m,SLO,11-16 Apr 2023,10th EUROPEAN ARTISTIC GYMNASTICS CHAMPIONSHIPS,FX,"Antalya, Turkey",qual,109,4.4,7.6,NA,12
Matej,NEMCOVIC,m,SVK,11-16 Apr 2023,10th EUROPEAN ARTISTIC GYMNASTICS CHAMPIONSHIPS,FX,"Antalya, Turkey",qual,110,5,7,NA,12
Pavel,GULIDOV,m,ISR,11-16 Apr 2023,10th EUROPEAN ARTISTIC GYMNASTICS CHAMPIONSHIPS,FX,"Antalya, Turkey",qual,111,4.5,7.366,NA,11.866
Antonios,TANTALIDIS,m,GRE,11-16 Apr 2023,10th EUROPEAN ARTISTIC GYMNASTICS CHAMPIONSHIPS,FX,"Antalya, Turkey",qual,112,5.6,6.566,0.3,11.866
Alkinoos Nikolaos,GRAIKOS,m,GRE,11-16 Apr 2023,10th EUROPEAN ARTISTIC GYMNASTICS CHAMPIONSHIPS,FX,"Antalya, Turkey",qual,113,5,6.833,NA,11.833
Petar,VEFIC,m,SRB,11-16 Apr 2023,10th EUROPEAN ARTISTIC GYMNASTICS CHAMPIONSHIPS,FX,"Antalya, Turkey",qual,114,5.3,6.5,NA,11.8
Apostolos,KANELLOS,m,GRE,11-16 Apr 2023,10th EUROPEAN ARTISTIC GYMNASTICS CHAMPIONSHIPS,FX,"Antalya, Turkey",qual,115,4.5,7.566,0.3,11.766
Dagur Kari,OLAFSSON,m,ISL,11-16 Apr 2023,10th EUROPEAN ARTISTIC GYMNASTICS CHAMPIONSHIPS,FX,"Antalya, Turkey",qual,116,4.4,7.466,0.1,11.766
Szabolcs,BATORI,m,HUN,11-16 Apr 2023,10th EUROPEAN ARTISTIC GYMNASTICS CHAMPIONSHIPS,FX,"Antalya, Turkey",qual,117,5.1,6.666,NA,11.766
Daniel,RADOVESNICKY,m,CZE,11-16 Apr 2023,10th EUROPEAN ARTISTIC GYMNASTICS CHAMPIONSHIPS,FX,"Antalya, Turkey",qual,118,4.4,7.3,NA,11.7
Mykyta,MELNYKOV,m,UKR,11-16 Apr 2023,10th EUROPEAN ARTISTIC GYMNASTICS CHAMPIONSHIPS,FX,"Antalya, Turkey",qual,119,5.3,6.366,0.1,11.566
Quentin,BRANDENBURGER,m,LUX,11-16 Apr 2023,10th EUROPEAN ARTISTIC GYMNASTICS CHAMPIONSHIPS,FX,"Antalya, Turkey",qual,120,5,6.3,0.3,11
Volodymyr,OTRESHKO,m,SVK,11-16 Apr 2023,10th EUROPEAN ARTISTIC GYMNASTICS CHAMPIONSHIPS,FX,"Antalya, Turkey",qual,121,4.2,6.7,NA,10.9
Peter,VIDRICKO,m,SVK,11-16 Apr 2023,10th EUROPEAN ARTISTIC GYMNASTICS CHAMPIONSHIPS,FX,"Antalya, Turkey",qual,122,4.5,6.266,NA,10.766
Bidzina,SITCHINAVA,m,GEO,11-16 Apr 2023,10th EUROPEAN ARTISTIC GYMNASTICS CHAMPIONSHIPS,FX,"Antalya, Turkey",qual,123,3.8,6.9,0.1,10.6
Jermain,GRUENBERG,m,NED,11-16 Apr 2023,10th EUROPEAN ARTISTIC GYMNASTICS CHAMPIONSHIPS,FX,"Antalya, Turkey",qual,124,5.3,5.633,0.5,10.433
Alexander,BENDA,m,AUT,11-16 Apr 2023,10th EUROPEAN ARTISTIC GYMNASTICS CHAMPIONSHIPS,FX,"Antalya, Turkey",qual,NA,NA,0,NA,NA
Ioane,JIMSHELEISHVILI,m,GEO,11-16 Apr 2023,10th EUROPEAN ARTISTIC GYMNASTICS CHAMPIONSHIPS,FX,"Antalya, Turkey",qual,NA,NA,0,NA,NA
Levan,SKHILADZE,m,GEO,11-16 Apr 2023,10th EUROPEAN ARTISTIC GYMNASTICS CHAMPIONSHIPS,FX,"Antalya, Turkey",qual,NA,NA,0,NA,NA
Jakov,VLAHEK,m,CRO,11-16 Apr 2023,10th EUROPEAN ARTISTIC GYMNASTICS CHAMPIONSHIPS,FX,"Antalya, Turkey",qual,NA,NA,0,NA,NA
Mateo,ZUGEC,m,CRO,11-16 Apr 2023,10th EUROPEAN ARTISTIC GYMNASTICS CHAMPIONSHIPS,FX,"Antalya, Turkey",qual,NA,NA,0,NA,NA
Tin,SRBIC,m,CRO,11-16 Apr 2023,10th EUROPEAN ARTISTIC GYMNASTICS CHAMPIONSHIPS,HB,"Antalya, Turkey",final,1,5.9,8.333,NA,14.233
